thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,thickness_crust,d_2_young_rift,lon,lat,GHF,upper_mantle_vel_structure,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
10.5,11.002,-0.023499999,282.55,270.37,270.42,55.8,9.617692031,37.279998799999994,32.54,-122.33331299999999,41.50012207,56.3689995,5.0,0.59691501,190.151001,-40.1287994,65282.10156,54.28290179999999,1258.040039
12.0,12.5,-0.015699999,1755.16,4466.52,4369.54,2498.67,5.522680509,49.6500015,1284.13,22.66668701,-32.5,59.0,2.0,2.65050244,-38.183200799999995,-36.710701,172403.0,63.2630997,763.5670166
12.004000000000001,13.0,-0.065399997,260.18,1736.96,2105.77,947.88,11.51086443,33.25,180.96,-5.333312988,33.50012207,64.009697,6.0,1.06590307,23.2324009,-35.833698299999995,65844.60156,91.1399002,1112.709961
13.995999999999999,14.0,-0.022299998999999997,1127.05,2644.73,2480.37,1292.02,12.74754878,37.6899986,311.78,9.666687012,62.50012207,43.5990982,4.0,1.72886002,-12.135899499999999,-35.9353981,129836.0,62.048801399999995,968.4860229000001
15.004000000000001,14.0,0.0141,2675.53,1548.89,1652.42,1313.29,21.96588264,40.4000015,782.92,32.66668701,51.50012207,42.4631996,1.0,2.86772156,-85.1903992,-38.289798700000006,283406.0,91.7516022,125.02500149999999
10.995,10.01,-0.0297,541.08,794.18,1629.66,553.23,49.8648186,33.25,424.42,143.66668700000002,49.50012207,71.4377,5.0,0.92737,-107.8389969,-32.0597,51146.10156,128.9839935,-2.0
10.0,11.001,-0.070699997,1710.34,246.14,952.3,590.17,14.91643389,51.040000899999995,148.8,-76.33331299,-11.5,140.6670074,4.0,1.29589498,-9999.0,-65.0320969,201971.0,-192.42700200000002,4990.060059
14.295,9.0,-0.0042,1998.35,786.12,115.36,115.42,17.5071414,31.3299999,95.81,174.66668700000002,-39.5,63.7832985,6.0,1.54497254,11.7264004,-31.663000099999998,180201.0,147.2879944,223.67100519999997
10.495999999999999,11.0,-0.0277,507.45,191.64,712.27,70.63,7.516648189,43.50999829999999,254.94,-122.33331299999999,46.50012207,53.39440160000001,5.0,0.81975251,71.6641006,-28.193700800000002,127407.0,80.5030975,548.007019
17.996,16.0,0.028000001,646.74,760.83,93.04,683.38,58.22800014,38.0,343.39,100.666687,19.50012207,57.09260179999999,5.0,0.75481498,16.7215004,-30.0151005,49998.19922,39.5444984,557.2670287999999
11.999,13.0,0.0265,2004.38,903.13,990.94,791.04,16.4468842,40.590000200000006,553.44,32.66668701,45.50012207,57.2243004,2.0,1.88796997,-27.6315994,-29.665599800000003,208049.0,103.6029968,-30.153799100000004
10.005,10.5,-0.011000000000000001,1398.0,35.16,567.83,197.22,17.21917536,38.090000200000006,303.46,43.66668701,37.50012207,54.019599899999996,5.0,0.34034625,-2.1163399,-50.695201899999994,69062.5,-45.6050987,2233.800049
16.0,17.0,0.0129,2957.81,518.65,1504.69,911.46,38.19031291,45.4500008,1120.8,69.66668701,38.50012207,61.37340160000001,1.0,1.49817121,-91.5541,-41.9892998,87322.5,-137.5930023,1562.699951
17.997,16.0,-0.0102,1626.04,201.41,701.49,65.17,19.03943276,51.1399994,314.7,44.66668701,39.50012207,65.8860016,5.0,0.46002001,-9999.0,-36.8055992,75773.39844,-33.480701399999994,1690.339966
17.003,17.0,0.025800001,2272.91,1958.45,2026.97,1658.7,25.89401475,44.0499992,1045.62,32.66668701,55.50012207,38.9168015,1.0,2.91565895,1374.160034,-45.3105011,276997.0,85.7714005,223.0919952
8.0,7.997999999999999,-0.072800003,1455.81,4609.94,1753.66,210.3,3.5355339,31.96999931,-37.68,168.66668700000002,-46.5,75.0895,6.0,1.8472946,-44.8796005,-29.1781998,65409.19922,134.6820068,294.0
15.001,14.0,0.0126,2567.33,1229.6,1480.99,779.78,24.90983741,42.1300011,1115.92,43.66668701,49.50012207,53.3978996,1.0,2.79877424,-165.8500061,-42.3014984,197696.0,89.60700229999999,78.9252014
10.8,16.997,-0.024800001000000002,666.83,344.73,1967.97,69.69,6.519202405,33.8499985,987.64,-131.33331299999998,57.50012207,79.1556015,6.0,0.77406937,245.5469971,-36.4575996,49027.89844,38.8586998,1473.180054
12.495,13.0,0.0,1827.06,657.22,1437.01,1454.83,39.90613988,48.9500008,737.95,80.66668701,22.50012207,63.901298499999996,2.0,2.49650049,98.92739870000001,-31.364000300000004,284668.0,60.165699,560.2150268999999
10.997,11.0,0.0116,2088.92,775.03,772.06,836.77,14.91643389,33.99000170000001,198.37,24.66668701,44.50012207,57.039798700000006,3.0,1.29833519,51.326400799999995,-34.8516006,95501.0,99.84940340000001,160.1759949
18.002,16.0,0.017999999,2159.69,3173.08,3251.49,2655.21,19.30025907,44.459999100000005,921.82,-65.33331299,48.50012207,45.9832001,2.0,2.15335011,-154.7279968,-33.3263016,164602.0,114.60299679999999,375.3080139
14.747,14.0,-0.032900002000000005,631.12,424.84,708.06,187.91,8.631338251,36.779998799999994,72.93,-119.33331299999999,45.50012207,70.8923035,6.0,0.55321473,-63.784099600000005,-32.3434982,48942.19922,20.2198009,720.1339722
13.995999999999999,14.0,0.0096,729.76,2469.23,3335.73,1416.26,72.90061728,35.0,614.92,122.66668700000001,63.50012207,48.333301500000005,1.0,3.55570793,233.31399539999998,-29.333599100000004,245077.0,74.1832962,173.5359955
14.302999999999999,9.0,-0.0021,328.32,281.23,150.23,35.04,41.16430493,31.430000300000003,1003.58,139.66668700000002,36.50012207,71.635498,3.0,2.00179005,-76.0546036,-27.963499100000003,158680.0,196.85600280000003,388.7369995
10.002,10.0,0.033399999,1827.74,3651.14,4292.27,2082.17,63.70635761,41.00999829999999,1816.28,79.66668701,67.50012207,54.566200300000006,2.0,1.98637104,16.094600699999997,-25.1382999,190423.0,93.1512985,10.648699800000001
18.996,12.0,-0.0039,816.68,642.29,1332.29,322.86,10.60660172,35.5600014,4.54,-118.33331299999999,51.50012207,93.79499820000001,3.0,1.19064116,-38.8284988,-41.98440170000001,224053.0,-28.1348,1425.01001
17.5,17.0,0.0054,1645.25,2057.34,2999.1,1030.75,58.02154772,48.0,882.15,84.66668701,51.50012207,61.114101399999996,3.0,1.37840867,-22.6996002,-38.913799299999994,95914.60156,-34.848701500000004,1109.839966
16.996,17.0,0.057100002000000004,2084.59,2329.22,2085.31,1296.19,11.33578405,40.959999100000005,909.88,-95.33331299,43.50012207,34.1689987,1.0,2.74214363,16.4456997,-39.2591019,249062.0,80.2832031,455.1419983
12.995999999999999,13.0,-0.032900002000000005,1520.93,1082.77,2701.43,772.78,17.10263138,39.0,1443.51,-122.33331299999999,64.50012207,68.4356003,1.0,2.31705618,208.4779968,-38.3841019,226221.0,93.5791016,203.1080017
20.000999999999998,20.0,0.020099999,2531.96,962.75,2209.33,924.29,47.56574398,55.9700012,945.45,78.66668701,42.50012207,66.7297974,3.0,1.16655481,104.9100037,-58.26850129999999,83511.29688,-200.7940063,2425.149902
10.004,11.0,-0.0178,1479.84,1767.15,1983.47,1557.61,11.33578405,35.090000200000006,200.5,150.66668700000002,-23.5,55.1296005,5.0,1.0272459999999999,270.00299069999994,-29.874200800000004,52935.10156,182.5420074,112.314003
18.995,20.01,0.029999999,2014.97,1437.99,2354.33,827.23,53.5023364,46.5,464.26,84.66668701,44.50012207,39.8474007,3.0,1.43647659,-28.2199993,-41.982601200000005,106324.0,-163.97300719999998,384.2160034
4.003,13.0,0.038699999,2459.86,1090.44,1397.05,598.78,25.46566316,37.220001200000006,1023.03,46.66668701,47.50012207,58.0032997,1.0,2.31957197,9.5606804,-22.1287994,238590.0,101.7580032,-2.1175300999999997
13.002,12.0,0.0068,1474.99,898.92,1177.92,568.6,6.964194139,35.7000008,600.05,18.66668701,27.50012207,73.7986984,6.0,1.15339375,55.4631996,-34.861400599999996,52565.10156,86.70860290000002,313.88000489999996
7.999,9.0,0.0041,2953.67,1582.92,1884.23,1091.83,30.40559159,39.7700005,1517.53,49.66668701,51.50012207,47.1200981,1.0,2.80296183,-126.32599640000001,-45.625,228630.0,70.9626999,88.7918015
15.001,15.0,-0.0218,509.31,1382.79,1134.23,423.64,9.617692031,40.6300011,391.11,43.66668701,21.50012207,41.2221985,5.0,0.47815937,-8.4041901,-37.2486,90741.79688,33.5046005,866.4849854
10.002,10.0,-0.082500003,34.33,3692.47,3516.31,41.22,0.7071067809999999,30.010000199999997,585.04,-19.33331299,64.50012207,130.13000490000002,12.0,0.5430454,136.4400024,-24.134899100000002,61544.89844,120.060997,579.7719727000001
9.996,10.0,-0.0055,1663.8,1522.82,1582.83,2036.63,21.78302091,34.8600006,693.87,-81.33331299,33.50012207,50.486400599999996,3.0,1.69078195,-3.76876,-29.839700699999998,188381.0,113.13200379999999,98.55799870000001
10.003,11.0,0.003,2070.62,998.25,1082.38,910.08,15.50806242,41.840000200000006,330.76,28.66668701,45.50012207,52.7793007,3.0,1.72033596,223.548996,-38.4962006,137171.0,90.040802,17.432899499999998
15.498,16.0,0.0264,1925.46,2089.57,1985.0,1842.53,19.96246478,48.0200005,990.98,25.66668701,57.50012207,42.0084991,1.0,2.9527607000000002,-138.125,-45.15430070000001,189413.0,90.7938995,89.9990005
5.0,6.002999999999999,-0.0414,107.97,985.12,223.64,418.25,7.90569415,28.489999800000003,26.22,34.66668701,24.50012207,63.210300399999994,5.0,0.87128401,-18.834100699999997,-32.7855988,45047.0,75.9464035,488.7690125
20.499000000000002,22.0,0.0146,1291.66,228.41,1977.82,48.5,8.514693300000001,45.0,721.34,-70.33331299,-34.5,92.3496,6.0,1.6047447,-54.6230011,-45.3410988,47755.0,28.8320007,2658.0
9.003,8.5,-0.038800001,61.5,1239.29,147.18,213.62,4.949747468,25.229999499999998,13.51,-114.33331299999999,32.50012207,83.5903015,5.0,0.49953249,-63.699901600000004,-25.5818005,68024.5,107.7480011,191.8249969
11.002,10.0,0.0076,918.06,855.52,999.98,639.93,11.42365966,37.0,82.08,-99.33331299,25.50012207,66.3042984,6.0,0.88986939,-31.748500800000002,-26.859500899999997,114384.0,115.39900209999999,209.2940063
8.996,8.5,-0.0148,1999.87,909.18,781.31,786.45,11.7686023,29.260000199999997,98.14,18.66668701,47.50012207,85.06849670000001,6.0,1.12801933,-30.5970001,-27.0508995,56888.5,117.1460037,191.154007
19.003,12.0,0.0071,1747.5,827.62,659.78,577.44,9.192388155,35.6699982,14.86,15.66668701,46.50012207,76.20400240000001,6.0,0.98952693,-10.293600099999999,-31.7898006,72209.60156,83.9858017,496.68701169999997
14.302999999999999,9.0,-0.030300001,2114.74,798.73,20.3,179.73,18.56071119,26.510000199999997,39.77,175.66668700000002,-40.5,47.411300700000005,6.0,1.61103594,7.2659302,-32.600398999999996,127711.0,75.3927994,89.2988968
10.0,9.999,-0.028999999,600.94,600.17,575.86,250.49,6.964194139,29.600000399999995,19.35,-117.33331299999999,41.50012207,99.0020981,5.0,0.12382025,-58.2902985,-37.905201,49620.89844,-29.809799199999997,1473.709961
10.997,11.0,0.0074,2187.42,858.22,843.56,931.6,15.89024858,38.75999829999999,231.19,23.66668701,45.50012207,63.317699399999995,3.0,1.22451472,-117.29699709999998,-35.928199799999994,109664.0,99.8535995,1426.219971
10.002,10.0,0.0125,1945.1,3534.42,4198.51,2080.13,62.30971032,39.5,1886.48,78.66668701,65.50012207,54.066001899999996,2.0,1.91483665,18.1587009,-26.536300699999998,164059.0,110.2699966,40.938999200000005
16.004,17.0,0.0175,1176.56,1000.46,1596.76,663.93,8.860022573,36.3800011,355.88,-113.33331299999999,52.50012207,56.347599,2.0,1.91129386,-36.351299299999994,-50.731098200000005,239051.0,20.850999800000004,870.2960205
15.003,16.0,0.026699999,997.56,2688.33,3100.84,648.08,66.77200012,49.659999799999994,417.79,93.66668701,54.50012207,51.8466988,3.0,1.17497623,-260.5020142,-38.1360016,94653.20313,-12.447099699999999,841.2570189999999
14.001,14.0,0.0119,3391.78,1825.81,3478.46,1422.68,24.50510151,39.930000299999996,1618.74,-54.33331299,-21.5,58.107399,4.0,1.6159271000000002,-24.354799300000003,-33.2104988,133962.0,80.2197037,370.29699710000006
7.996,8.0,0.0101,1491.58,613.86,844.17,719.47,8.514693183,31.9400005,271.74,19.66668701,29.50012207,73.8169022,6.0,1.3580687,9.0296001,-32.5363007,78799.39844,101.3909988,105.97399899999999
12.998,12.0,0.0119,1068.16,2774.96,1820.88,885.54,10.12422837,30.0,534.26,45.66668701,2.50012207,82.5513992,9.0,1.66593611,13.5495005,-28.6982994,73182.10156,119.4789963,121.48699950000001
14.998,14.0,0.0104,2598.77,1153.63,1762.27,905.32,31.12073264,39.409999799999994,1362.71,56.66668701,42.50012207,66.71299739999999,2.0,1.7101531000000003,-60.456798600000006,-45.0267982,93535.60156,55.3605995,51.5023994
12.003,12.5,0.0207,2991.83,1893.46,2918.11,1508.7,24.13503677,41.0,1652.81,-52.33331299,-26.5,54.915000899999995,2.0,1.59060371,-14.5098,-33.5848999,225744.0,69.3553009,772.0040283
13.004000000000001,12.0,-0.0104,108.51,1562.54,3263.76,1191.62,63.97265041,34.0,95.82,142.66668700000002,64.50012207,88.0,3.0,1.41849864,-38.9152985,-42.903400399999995,55130.0,29.364999800000003,742.3770142000001
15.504000000000001,16.0,0.021199999,1255.71,2610.73,3272.27,918.67,64.40885032,45.0,681.86,89.66668701,54.50012207,51.202098799999995,3.0,1.27629447,149.3309937,-40.71400070000001,82220.70313,25.4020996,605.4400024
11.998,13.0,0.0019,2058.54,3302.34,4006.18,2076.88,59.51890456,39.0,1876.02,76.66668701,64.50012207,54.355999,2.0,1.8419112000000002,-121.95500179999999,-31.918399800000003,154813.0,70.1839981,52.3401985
17.998,17.0,0.020300001,3153.34,702.79,1723.79,1034.87,39.6042927,45.6300011,1245.83,69.66668701,40.50012207,67.126297,2.0,1.38002646,10.204899800000002,-38.488601700000004,181687.0,-53.375801100000004,674.210022
12.495999999999999,13.0,-0.0016,3101.84,2444.15,3468.01,1997.35,18.50675552,42.5600014,2221.94,-47.33331299,-21.5,60.2058983,2.0,2.14813685,-27.297300300000003,-38.6711998,246027.0,58.496299699999994,704.9650268999999
13.995999999999999,14.0,0.015699999,2482.29,1038.38,1537.27,719.24,28.46928169,40.159999799999994,1125.54,51.66668701,44.50012207,74.11109920000001,2.0,1.64084995,-85.8085022,-40.140701299999996,202487.0,83.697197,56.06259920000001
11.995999999999999,13.0,-0.0528,2700.45,5151.8,5213.56,2419.26,11.5974135,36.0,787.09,14.66668701,-20.5,71.5185013,4.0,1.90852225,150.03900149999998,-36.510299700000004,176062.0,70.01270290000001,783.3499756
10.0,9.996,-0.041900001,760.41,758.38,657.99,318.09,5.700877126,31.7000008,99.92,-115.33331299999999,40.50012207,90.467598,5.0,0.07131627,2.4980199,-46.52539829999999,55233.39844,-57.6800995,1955.930054
17.497,12.0,-0.017100001,696.91,678.59,1600.4,334.56,12.02081528,38.1399994,366.65,-121.33331299999999,54.50012207,53.208099399999995,4.0,1.25919247,81.38449859999999,-39.271900200000005,241021.0,28.459699600000004,1159.949951
12.997,13.0,0.023499999,1146.93,1146.29,1617.5,708.91,5.522680509,38.5499992,714.01,6.666687012000001,28.50012207,87.40080259999999,6.0,1.43103075,66.071701,-36.5209999,77310.39844,48.062999700000006,381.5419922
10.995,11.01,-0.0058,752.28,873.65,1337.21,923.12,9.513148795,35.6199989,395.07,5.666687012000001,32.50012207,72.655899,6.0,1.32258725,23.6513004,-30.6424007,170953.0,79.4897995,122.5550003
9.002,9.5,-0.0126,1480.71,3334.14,3335.86,2038.86,8.514693183,31.0599995,3493.05,-37.33331299,-10.5,58.0021019,2.0,2.71549749,-23.5972004,-34.88990020000001,216787.0,151.3639984,205.1009979
7.997000000000001,9.0,-0.0081,1721.91,1803.01,1967.81,1316.14,9.823441352,26.8299999,286.78,-94.33331299,33.50012207,64.046402,2.0,1.98342061,-77.0444031,-29.7199001,77356.89844,129.2409973,93.0903015
9.0,9.0,-0.0273,1525.21,1281.52,1083.45,576.34,2.121320344,26.739999800000003,32.41,7.666687012000001,48.50012207,90.0802002,6.0,1.23749244,41.0138016,-31.2073002,63973.80078,95.3343964,197.55499269999999
15.004000000000001,15.0,0.029100001,2073.48,2306.89,3467.22,1584.5,54.79507277,37.0,1446.24,76.66668701,55.50012207,40.6528015,2.0,1.69081426,-6.3071599,-38.878501899999996,75836.20313,75.2823029,107.10299679999999
15.998,16.0,0.018300001,1109.09,937.64,1558.62,599.01,9.192388155,37.7999992,292.23,-114.33331299999999,52.50012207,56.411701199999996,2.0,1.81726372,144.8650055,-43.88990020000001,221021.0,26.116300600000002,950.6320189999999
14.999,15.0,0.0273,1215.5,1155.85,1877.86,762.89,11.7686023,40.090000200000006,543.33,-114.33331299999999,55.50012207,60.952701600000005,1.0,2.29711843,-71.294899,-42.7980003,231571.0,53.7481995,729.5549927000001
15.003,15.0,0.0218,1380.49,2831.13,3627.43,1208.6,65.05766673,41.0,994.88,87.66668701,57.50012207,58.010799399999996,2.0,1.63933849,-201.00199890000002,-40.4617004,84607.29688,73.0166016,153.6009979
14.001,13.0,0.02,2454.18,1239.73,1390.02,959.0,21.27204739,40.819999700000004,962.18,36.66668701,49.50012207,47.0882988,1.0,2.92289376,-140.9720001,-34.32529829999999,268389.0,76.790802,136.62699890000002
10.995,11.01,0.0094,1494.24,1505.02,1365.85,650.49,2.549509757,34.1699982,174.32,3.6666870119999997,49.50012207,85.04699709999998,4.0,1.42938936,23.321100199999997,-33.7467995,117849.0,95.5102005,110.7480011
15.995,17.0,0.0178,805.35,2757.03,2962.64,431.24,68.50182479,49.0,221.65,96.66668701,53.50012207,67.01390079999999,3.0,0.99009794,99.3317032,-47.4892006,80781.10156,-60.594799,1776.77002
8.0,9.0,-0.048700001,427.22,682.04,383.12,1041.69,15.890248300000001,18.75,77.25,55.66668701,18.50012207,55.7757,6.0,1.5203674999999999,-94.6807022,-35.5484009,13886.5,118.5339966,83.0
16.000999999999998,16.0,-0.0004,1258.52,1658.76,1326.09,724.43,2.549509757,46.5999985,335.07,-101.333313,35.50012207,48.153099100000006,3.0,1.71769631,157.8690033,-36.9542007,138950.0,-0.533012,1025.089966
20.000999999999998,20.0,0.023399998999999998,1635.12,1362.59,1508.45,856.81,63.28111883,48.0,237.95,98.66668701,40.50012207,53.6324005,3.0,1.08871245,-38.2795982,-46.066799200000005,58474.10156,-147.5610046,1360.780029
15.003,16.0,0.0088,1704.73,2569.53,2621.51,2144.85,29.8077164,41.56000137,1590.59,34.66668701,61.50012207,37.9772,1.0,3.0090525,75.19519809999998,-43.8662987,257017.0,84.4698029,163.0
12.999,13.0,-0.015699999,1735.04,1269.79,1152.77,1239.96,65.51717332,44.75999829999999,25.02,106.66668700000001,34.50012207,66.4673004,3.0,1.42489564,16.8258991,-45.058200799999995,77884.29688,-106.8740005,1718.390015
11.498,11.5,-0.011000000000000001,1243.13,1177.93,792.6,1061.64,60.81529413,40.5,663.18,109.66668700000001,27.50012207,43.983799,4.0,1.55161786,7.7584100000000005,-28.5286999,109598.0,70.3266983,511.38500980000003
9.002,9.0,0.0288,1079.9,1066.45,1234.03,844.71,10.12422837,34.779998799999994,260.89,-99.33331299,27.50012207,65.0357971,4.0,1.26589561,-49.53540039999999,-26.6166,79806.70313,96.3031998,143.53500369999998
15.0,14.0,0.0064,2725.02,1374.92,1642.31,900.61,26.95366394,39.029998799999994,1280.3,45.66668701,50.50012207,56.582901,1.0,2.83435917,-169.9579926,-35.5456009,217067.0,100.66999820000001,139.2720032
15.004000000000001,15.0,-0.0018,2615.82,2731.64,3083.56,818.78,9.513148795,43.0,2336.73,5.666687012000001,13.50012207,73.0,4.0,1.25356889,-9999.0,-35.6539001,87481.60156,69.63659670000001,303.67898560000003
15.002,14.0,0.022700001,1921.08,1517.5,1565.49,1815.35,26.87936011,38.0,1552.72,-60.33331299,-3.5,47.546299,2.0,2.23167729,-168.2290039,-29.844101000000002,222646.0,111.7590027,23.3519001
10.005,11.0,-0.041700002,144.32,644.08,115.23,466.61,5.700877126,30.8299999,4.13,33.66668701,26.50012207,80.6430969,5.0,1.18568122,-18.8192005,-35.1792984,52681.60156,74.20680240000002,586.0440062999999
11.995,13.0,0.020199999,2183.56,2494.08,2734.76,2028.07,36.74914965,39.319999700000004,2136.22,48.66668701,59.50012207,29.611099199999998,1.0,2.51593399,-139.0339966,-38.1293983,243739.0,94.3350983,202.1929932
9.499,10.0,0.0018,1222.05,1462.53,1422.98,633.61,6.0415229870000005,33.1699982,120.06,1.666687012,47.50012207,90.7266006,4.0,1.36117125,-21.2653008,-37.2631989,135676.0,95.67919920000001,85.6884995
7.997999999999999,8.0,0.023600001000000002,1655.08,1754.92,1615.9,1335.25,13.65650028,35.0,480.37,-92.33331299,30.50012207,53.1889,4.0,1.9524523,10.391900099999999,-25.852300600000003,103824.0,111.9440002,13.610199900000001
10.004,10.0,-0.031800002,120.78,264.29,730.69,71.01,44.90545624,26.0,88.21,130.66668700000002,32.50012207,87.5602036,5.0,0.77651,39.0528984,-27.0872993,120303.0,174.6970062,29.8976002
12.003,12.5,0.024800001000000002,1615.01,2399.61,2399.59,2552.85,12.58967831,39.0,2548.39,-44.33331299,-5.5,65.7314987,2.0,2.08156133,-26.1487007,-31.162200899999995,223699.0,106.86199950000001,175.0149994
13.0,12.0,-0.0218,1557.93,1342.28,2563.56,1019.7,18.82817038,35.3600006,1228.76,-114.33331299999999,62.50012207,57.058998100000004,1.0,3.30315995,-147.7420044,-39.1925011,229481.0,72.47750090000001,198.2180023
9.997,10.0,-0.0077,2226.45,870.32,810.97,932.1,15.89024858,30.430000300000003,43.34,22.66668701,46.50012207,76.4320984,6.0,1.22167039,-15.725700400000001,-31.276800199999997,104086.0,67.42179870000001,504.44601439999997
20.003,20.0,0.0129,2595.65,924.49,2166.03,937.31,46.8027777,54.79999920000001,1026.43,77.66668701,42.50012207,64.66049960000001,3.0,1.15278494,-1.00796,-54.519699100000004,74814.0,-191.90800480000001,1475.089966
10.002,11.0,0.0095,2733.2,2301.22,2399.39,2650.69,16.26345597,33.049999199999995,1526.9,-71.33331299,41.50012207,54.4029007,4.0,1.59072995,-88.9993973,-37.3311005,136086.0,131.2740021,1.2923
12.002,13.0,-0.040800001,2067.07,3988.96,3076.17,340.32,9.192388155,37.0,75.0,37.66668701,-5.5,52.76940160000001,4.0,1.67366433,-16.0039997,-36.4496994,102907.0,32.9225006,1031.030029
8.004,9.0,0.037300002,1631.78,3965.09,4348.0,2230.43,62.42195127,36.0,1659.6,75.66668701,70.50012207,49.666698499999995,2.0,1.84757996,100.38099670000001,-24.869100600000003,207851.0,104.2450027,46.3017006
15.998,8.0,-0.0042,2223.08,1057.6,44.04,378.64,15.70031847,28.6700001,296.58,172.66668700000002,-41.5,64.2052994,6.0,1.63103247,-9999.0,-25.4064007,196608.0,161.0370026,890.6199951
10.497,11.0,-0.030099999,1774.29,492.02,3051.63,130.07,19.6086712,38.00999832,533.65,-154.33331299999998,60.50012207,86.3432,6.0,0.9499986999999999,-138.6929932,-30.8470993,136391.0,117.3899994,508.0
12.004000000000001,12.0,-0.0142,914.99,1224.87,4085.18,929.0,60.41936776,36.99000170000001,283.25,176.66668700000002,64.50012207,56.0,6.0,0.59234875,43.100498200000004,-27.0783997,59399.30078,95.82420350000001,9.22225
13.995999999999999,13.0,0.0361,2813.89,1027.67,1660.46,988.46,33.71201566,44.75999829999999,1690.75,61.66668701,39.50012207,62.263000500000004,4.0,1.46270907,-3.4955298999999997,-43.8689995,126081.0,47.3191986,178.22300719999998
12.995,12.01,-0.0186,23.72,1991.17,3811.15,1611.55,69.7316284,35.0,170.8,138.66668700000002,69.50012207,75.0,6.0,1.66411316,12.6592999,-36.351001700000005,64068.80078,71.97869870000001,579.8729857999999
9.998,10.0,-0.054499999,170.75,3683.43,3494.81,106.67,5.14781507,26.870000800000003,777.85,-15.33331299,65.50012207,122.1869965,12.0,0.55027747,-132.21099850000002,-23.7304993,54910.30078,120.2210007,583.8900146000001
9.0,8.996,0.0105,1898.17,686.65,565.66,627.91,12.34908904,26.540000899999995,84.87,18.66668701,45.50012207,88.9288025,6.0,1.04420316,-143.6759949,-27.809499699999996,56505.80078,112.9329987,94.441597
10.0,9.999,-0.015,1618.02,1888.47,1830.51,764.44,61.98790205,40.840000200000006,18.67,114.66668700000001,39.50012207,55.4749985,6.0,1.17941606,-23.0823002,-45.8885002,72421.39844,1.041,1420.930054
12.498,13.0,0.0013,3271.44,2210.43,3137.02,1808.98,20.7966347,36.38000107,1967.8,-49.33331299,-24.5,60.917,2.0,1.8469056000000001,-55.019001,-33.4286995,238104.0,79.09140009999999,1035.0
12.502,13.0,0.0005,1695.53,495.88,1366.94,1340.65,42.10106887,42.2299995,613.05,82.66668701,23.50012207,84.0363007,2.0,2.29377508,176.1900024,-38.5596008,197364.0,28.988599800000003,719.059021
10.0,11.0,0.020500001,2003.05,1243.26,3281.44,939.66,16.14001239,34.0,1478.24,-132.33331299999998,69.50012207,63.989898700000005,2.0,2.27738571,-116.64099879999999,-35.446701000000004,213220.0,107.77799990000001,17.108699800000004
15.998,15.0,0.0229,1247.59,1216.82,1975.08,821.6,12.74754878,41.0,631.81,-113.33331299999999,56.50012207,60.1749001,1.0,2.59183645,20.273000699999997,-39.907299,226311.0,57.077301,571.8540039
14.997,15.0,0.0286,1444.82,2509.27,3338.51,1086.4,62.22941427,44.0,843.69,86.66668701,55.50012207,50.726799,3.0,1.47348952,-108.42400359999999,-30.429000899999995,169220.0,61.311599699999995,234.38800049999998
19.002,20.0,0.051100001,1900.51,512.32,877.42,81.04,20.70024154,45.5,472.6,44.66668701,42.50012207,74.2522964,6.0,0.84729087,-43.9954987,-34.4996986,69277.89844,-19.6833992,2627.060059
15.003,15.0,-0.0208,94.18,2559.56,2863.23,819.61,70.13201837,42.0,83.78,119.66668700000001,57.50012207,43.2042999,3.0,1.77287936,56.138999899999995,-48.552398700000005,78182.89844,-14.0106001,1002.5
15.003,15.0,-0.0187,341.24,2668.29,2767.63,575.09,70.79901129,37.5,288.17,113.66668700000001,52.50012207,56.44440079999999,6.0,0.9102,-110.39800259999998,-36.313999200000005,52768.10156,-0.8239549999999999,890.7260132000001
16.999000000000002,17.0,0.0119,1911.85,1710.25,2091.56,1173.87,11.33578405,39.0,1075.57,-102.333313,51.50012207,67.3013992,2.0,2.47655392,-63.6208,-36.9805984,273738.0,80.816597,492.8729858
8.003,8.0,0.035100002000000005,2018.59,1175.92,3319.31,853.65,15.50806242,34.8100014,1325.63,-136.33331299999998,68.50012207,60.5973015,2.0,1.98890996,-67.99340059999999,-28.962400399999996,170668.0,74.5126038,355.7829895
14.004000000000001,13.0,0.021500001,2545.76,980.4,1661.43,905.86,31.21698256,42.909999799999994,1528.99,57.66668701,38.50012207,46.4202003,3.0,1.18277752,169.48699950000002,-29.1909008,162937.0,19.525199899999997,227.22099300000002
12.003,12.0,0.0288,1700.15,850.97,3016.55,562.94,12.509996000000001,37.0,1239.37,-136.33331299999998,66.50012207,64.1756973,4.0,1.59764814,326.47399900000005,-29.5314999,117724.0,101.5830002,555.7299805
10.005,9.99,-0.023800001,1159.72,1386.51,1600.58,601.09,56.30719315,33.209999100000005,25.69,121.66668700000001,39.50012207,64.6427994,5.0,0.84259999,28.797199199999998,-27.9300995,60421.80078,132.1410065,-4.3060198
19.002,12.0,-0.0134,1000.75,482.86,2291.62,208.16,8.514693183,43.0,1222.66,-130.33331299999998,60.50012207,108.67299650000001,6.0,1.01127052,-47.8219986,-38.40819929999999,109711.0,-14.325300199999997,1352.530029
