thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,thickness_crust,d_2_young_rift,lon,lat,GHF,upper_mantle_vel_structure,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
13.001,13.0,0.0124,2967.61,1989.76,2803.59,1613.03,23.42007686,41.9399986,1749.84,-51.33331299,-27.5,60.848999,4.0,1.57736254,13.8754997,-35.50329970000001,203944.0,67.2595978,654.0269775
12.5,13.0,0.0004,1947.08,2240.43,3070.02,2516.81,26.31539473,37.470001200000006,2314.87,117.66668700000001,-31.5,46.6537018,2.0,2.95444536,-65.7330017,-41.487098700000004,250887.0,118.262001,257.33898930000004
18.997,12.0,-0.0077,2475.36,2986.87,3081.86,2848.65,19.91230775,42.25,1201.64,-69.33331299,47.50012207,47.2983017,2.0,2.12161183,-118.45800020000001,-38.923801399999995,106049.0,78.20999909999999,405.8160095
12.999,13.0,0.060800001,2048.46,2135.04,3879.25,1764.58,30.50409809,36.3899994,622.95,-110.33331299999999,75.50012207,54.0,2.0,2.29706001,-1.6983599999999999,-42.0954018,219571.0,110.1439972,76.22640229999999
11.002,10.0,-0.0134,431.13,881.1,1737.3,643.73,50.75923561,34.7999992,355.3,143.66668700000002,50.50012207,48.229599,5.0,0.92737001,-114.9280014,-34.465400700000004,51026.30078,125.71099850000002,718.3150024
10.002,10.0,0.0061,200.07,446.71,2988.8,81.91,53.89341333,31.3400002,254.93,159.66668700000002,58.50012207,58.55559920000001,5.0,0.76317602,-21.7029991,-26.498500800000002,49484.19922,136.4490051,134.9620056
12.004000000000001,12.5,0.037599999,515.02,3044.53,3182.04,547.08,73.70549505,42.0,428.59,100.666687,55.50012207,37.536201500000004,4.0,1.53450775,-43.4281006,-44.5960999,153026.0,5.67382,483.8909912
15.003,14.0,0.016000001,3411.21,2022.57,3360.07,1615.03,22.54994457,42.0499992,1794.96,-51.33331299,-22.5,54.9460983,2.0,1.92012823,32.7279015,-32.5522003,222485.0,73.5690002,421.3559875
13.001,12.0,-0.0066,1814.81,2488.15,2964.08,909.4,9.192388155,38.0,1723.65,-2.3333129880000003,19.50012207,45.2221985,2.0,3.07597947,-50.028801,-35.4393005,261259.0,77.6194992,279.0880127
12.997,12.0,-0.0007,2555.48,2532.34,2915.98,2159.81,19.03943276,38.7299995,2304.24,-48.33331299,-13.5,48.0,2.0,2.17816901,17.051099800000003,-35.1188011,190447.0,101.86799620000001,551.0189819
14.004000000000001,15.0,0.0133,848.68,786.09,1924.34,492.46,13.72953022,43.0,692.91,-122.33331299999999,57.50012207,61.918499,2.0,1.62561297,1.29941,-42.186798100000004,248791.0,28.836599300000003,984.4249877999998
19.000999999999998,12.0,0.0102,3096.06,1019.48,1825.99,1184.3,37.10121292,39.529998799999994,1656.6,64.66668701,41.50012207,69.9148026,4.0,1.53104591,-53.800800300000006,-30.8134003,185413.0,48.479099299999994,534.3950195
14.995,15.01,-0.0119,1676.0,1491.58,1662.33,664.97,6.0415229870000005,48.040000899999995,575.92,-105.33331299999999,46.50012207,63.31240079999999,2.0,1.85899174,-71.23000340000002,-38.9007988,153150.0,40.34510039999999,790.5440062999999
16.003,15.0,-0.0056,3091.59,2020.91,3094.55,1653.1,23.92697223,34.1500015,1807.72,-53.33331299,-16.5,72.92179870000001,4.0,1.77911234,0.947852,-36.7893982,204432.0,68.4483032,613.8590088
12.002,13.0,-0.054000001,2106.24,4049.01,3159.95,333.61,9.924716621,39.3800011,93.92,36.66668701,-5.5,44.585201299999994,4.0,1.69729817,-17.4073009,-38.8586006,161385.0,7.4763598,1409.060059
11.995,13.0,-0.003,2185.26,1243.04,1109.95,1005.75,11.51086443,34.540000899999995,191.76,18.66668701,50.50012207,59.859798399999995,3.0,1.47730303,4.3101802000000005,-37.3721008,92448.29688,116.38200379999999,223.0859985
9.002,9.0,0.0251,988.79,991.89,1174.69,819.35,9.617692031,35.0,180.35,-100.333313,27.50012207,67.54250340000002,4.0,1.14981759,-35.893901799999995,-28.0678005,82467.70313,126.6389999,237.09599300000002
10.0,9.998,-0.020300001,2120.43,1025.34,907.46,914.24,12.58967831,30.75,108.08,19.66668701,48.50012207,79.1499023,3.0,1.23478305,-53.3452988,-33.9000015,88597.29688,93.60959629999999,475.04599
19.004,12.0,-0.009000000000000001,2385.44,2057.99,2181.91,2558.51,19.03943276,30.100000399999995,1061.12,-76.33331299,39.50012207,44.4710999,3.0,1.8057425,-354.07000730000004,-33.3236008,223062.0,139.7940063,78.6371994
12.004000000000001,13.0,-0.068000004,250.0,1649.73,2024.43,996.7,12.509996000000001,35.4199982,154.26,-4.333312988,33.50012207,65.1057968,6.0,1.06072938,-7.988949799999999,-37.723098799999995,65285.80078,42.939800299999995,1657.219971
14.001,14.0,0.015699999,1873.32,3331.6,4175.26,1926.46,62.82117477,40.0,1737.63,80.66668701,64.50012207,51.8074989,2.0,1.89433277,-65.2312012,-33.5270004,221050.0,97.5002975,37.1492004
8.997,9.5,0.0198,1518.41,1625.37,1505.81,1683.7,18.069311,39.0,545.36,-86.33331299,31.50012207,43.1102982,4.0,1.71635747,100.5169983,-32.4073982,190892.0,141.9680023,93.0653992
10.002,10.0,-0.0126,3014.62,2187.29,2691.78,1814.77,21.82887995,37.4199982,1949.59,-49.33331299,-28.5,73.0214005,4.0,1.62572503,13.628399800000002,-42.1585999,68310.0,86.55549620000001,498.1719971
10.997,11.0,0.029999999,2236.48,2738.65,3548.52,1964.2,53.39007398,36.0,1785.81,72.66668701,59.50012207,55.8675995,2.0,1.7020334,-186.07299799999998,-36.4174004,185567.0,70.67539980000001,91.533699
10.0,11.001,-0.0561,1616.99,310.44,869.75,671.85,14.91643389,62.0,64.36,-76.33331299,-10.5,85.3332977,3.0,1.07868505,-9999.0,-85.59369659999999,209254.0,-198.30900569999997,4016.030029
10.001,10.0,0.0143,1708.78,592.23,431.72,445.48,10.9772492,40.040000899999995,88.98,16.66668701,44.50012207,56.95000079999999,6.0,1.00621533,-9999.0,-37.010299700000004,76611.60156,47.9471016,1017.8599849999999
14.999,14.0,0.0023,2019.72,894.35,890.08,826.51,14.57737974,35.3499985,196.29,26.66668701,44.50012207,54.0201988,6.0,1.36504745,-49.344299299999996,-41.4786987,81855.20313,91.6176987,65.4832001
8.998,9.5,0.0077,2433.41,2054.4,2168.43,2540.97,17.3349361,32.13000107,1229.07,-75.33331299,39.50012207,47.5017,3.0,1.8778054,153.0359955,-25.951999700000002,160635.0,145.6470032,-3.0
18.004,17.0,0.057700000999999994,2787.0,957.47,2129.9,1075.77,44.54772721,47.840000200000006,1291.98,73.66668701,43.50012207,49.031799299999996,3.0,1.40672898,58.3330002,-33.308799699999994,74375.10156,-16.978700600000003,548.8209839
19.996,20.0,0.0156,2956.34,326.77,1443.68,854.71,38.99358922,54.610000600000006,913.21,71.66668701,37.50012207,88.907402,1.0,1.27916121,-7.9973502000000005,-70.2786026,115592.0,-279.82101439999997,4122.470215
12.501,13.0,0.0143,2562.35,2434.23,2557.39,1609.83,16.98528775,44.0,1318.41,-92.33331299,48.50012207,60.7316017,1.0,2.65322804,-190.2160034,-39.856098200000005,267999.0,69.8134003,368.881012
15.002,15.0,0.0616,2376.9,1093.2,1292.38,745.65,21.78302091,43.569999700000004,894.5,39.66668701,48.50012207,44.6259003,2.0,2.73402309,298.28100589999997,-41.9235001,196593.0,82.490799,146.71899409999997
13.005,13.0,-0.0131,1761.51,1676.71,1579.63,960.36,64.31562796,38.99000170000001,77.71,110.66668700000001,37.50012207,66.8638,6.0,1.33934486,116.7679977,-38.6985016,60329.5,-49.488899200000006,1053.119995
12.001,12.0,-0.034299999,937.45,1218.41,1392.93,474.34,53.96758270000001,34.0,69.93,131.66668700000002,46.50012207,48.0823,5.0,0.843567,-14.029199599999998,-30.479499800000003,47361.30078,119.35299679999999,367.0
9.996,10.0,-0.0231,679.15,557.99,1161.44,211.11,47.33392018,27.7199993,515.83,142.66668700000002,44.50012207,87.3303986,3.0,1.56956255,9.725930199999999,-30.158300399999995,128978.0,170.5780029,306.2019958
13.0,12.0,0.0072,2143.43,1719.7,1719.21,2033.53,23.5053177,39.0,1770.26,-55.33331299,-4.5,52.9906,1.0,2.1706367,14.5943003,-41.1903,265917.0,68.12550350000001,214.0
14.997,15.0,0.0152,2770.15,2747.44,2769.61,1874.29,19.30025907,46.430000299999996,1179.95,-88.33331299,47.50012207,42.736301399999995,1.0,2.54382253,-146.4620056,-37.543800399999995,242774.0,111.4319992,76.5879974
15.999,17.0,0.023,2788.86,2646.77,2726.02,2127.5,20.89258242,42.74000170000001,819.86,-84.33331299,43.50012207,44.608501399999994,2.0,2.34056067,-43.9305,-34.595298799999995,248730.0,112.66200259999998,205.1049957
16.0,14.0,0.0115,2735.83,2413.46,2727.57,1928.71,40.32988966,42.2000008,2359.02,57.66668701,57.50012207,34.3384018,1.0,2.56339312,214.2850037,-35.285099,228156.0,85.8662033,178.4570007
13.002,12.0,-0.0043,3143.04,5094.28,4163.89,552.96,12.58967831,39.0,82.62,31.66668701,-13.5,70.1667023,2.0,1.8980849999999998,163.8690033,-36.2396011,198205.0,5.57026,565.4180298
19.000999999999998,12.0,0.028899999,968.72,1207.67,1257.74,763.38,4.74341649,41.090000200000006,104.88,-102.333313,31.50012207,45.24280170000001,4.0,1.62201309,55.5868988,-32.179798100000006,131926.0,51.785099,828.1300049
19.003,12.0,-0.0026,1683.91,852.93,674.84,551.06,8.276472679,41.159999799999994,56.94,14.66668701,46.50012207,72.1004028,6.0,0.98952693,-25.071899399999996,-38.4696007,75979.0,51.4435005,764.5029907
12.997,13.0,-0.009000000000000001,1584.59,1059.89,2810.63,744.88,15.5724115,41.0,1585.93,-125.33331299999999,65.50012207,64.43299870000001,2.0,2.22960377,126.0889969,-35.9334984,161690.0,76.74859620000001,189.94400019999998
10.0,11.0,0.026699999,1672.93,1062.12,2932.13,757.24,14.57737974,34.0,1593.9,-128.33331299999998,66.50012207,68.7169037,2.0,2.11297703,360.91400150000004,-33.786899600000005,227502.0,107.22299960000001,98.0182037
10.001,10.0,-0.048599999000000005,926.2,519.59,680.67,408.97,9.617692031,28.479999499999998,12.19,8.666687012,40.50012207,70.21890259999999,11.0,0.94370002,-21.722000100000002,-36.641201,50422.5,151.7660065,229.57899480000003
12.998,12.0,-0.0188,1059.99,3123.95,3129.29,1853.88,5.14781507,31.879999199999997,3306.63,-36.33331299,-6.5,77.38659670000001,4.0,2.25493383,-104.30799870000001,-34.1771011,77006.10156,148.3500061,426.22299189999995
11.995,12.01,-0.045699999000000005,1415.26,2368.13,2194.02,1304.46,9.5131493,34.15000153,428.5,7.666687012000001,59.50012207,45.9586,4.0,1.7108849999999998,-13.414400099999998,-48.175399799999994,94834.29688,64.28939820000001,919.0
10.995,11.01,-0.0042,1417.73,1372.12,1237.44,570.65,2.121320344,31.149999600000005,88.12,5.666687012000001,48.50012207,90.4347,6.0,1.23484623,-15.1331997,-34.882301299999995,89875.70313,94.6251984,375.29699710000006
17.003,17.0,0.0072,2449.24,1317.97,1419.31,1109.77,20.26079959,42.840000200000006,786.16,33.66668701,48.50012207,40.2514,2.0,2.49952698,391.2149963,-40.7285995,222901.0,102.1760025,154.9759979
11.995999999999999,12.0,-0.050099999000000006,2101.08,4085.11,3265.07,320.4,10.51189802,38.0,13.53,34.66668701,-4.5,39.2184982,4.0,1.68728721,-28.690099699999998,-43.40819929999999,161408.0,-46.849498700000005,1419.589966
14.997,15.0,0.021299999,2654.51,2698.9,2654.45,1786.17,17.90251379,45.340000200000006,1067.8,-89.33331299,46.50012207,45.6727982,1.0,2.5973474999999997,-196.18699650000002,-37.6587982,264696.0,95.90480040000001,459.9150085
10.003,17.0,-0.048599999000000005,954.18,464.9,470.5,61.16,14.50861813,35.0,30.83,-97.33331299,19.50012207,67.983902,5.0,0.73769623,3.8326398999999998,-39.956401799999995,53446.60156,3.2890898999999996,2467.340088
12.498,13.0,-0.0044,1635.73,1538.51,1797.71,1643.58,35.50352095,34.930000299999996,204.51,77.66668701,12.50012207,32.4090004,4.0,1.69049072,-173.6499939,-44.774700200000005,211575.0,29.2672005,719.4199829
10.0,10.0,-0.034899998,130.56,1017.13,103.55,247.83,6.0415229870000005,27.7999992,99.36,-115.33331299999999,34.50012207,82.0927963,5.0,0.47321564,35.914798700000006,-29.878999699999998,53524.10156,76.87640379999999,330.84799189999995
11.501,11.5,-0.0091,538.01,812.99,1033.13,626.48,7.64852927,35.0,20.42,-105.33331299999999,28.50012207,73.5894012,5.0,0.49767159999999994,-59.8630981,-40.871498100000004,47825.80078,-9.0959501,1195.189941
12.997,12.0,0.0037,2489.7,2572.43,2814.47,2203.89,18.5607109,38.70000076,2339.01,-48.33331299,-12.5,62.403,2.0,2.1437527999999997,29.216699600000005,-33.262001,234909.0,112.02400209999999,316.0
13.001,13.0,0.0308,721.68,2237.54,2649.33,690.14,8.514693183,40.99000170000001,806.52,-8.333312988,28.50012207,82.535202,3.0,1.48179996,-7.421050099999999,-29.0028,172757.0,62.33069989999999,490.9079894999999
19.997,20.0,-0.0053,1282.46,1037.2,1371.31,575.36,4.527692569,43.8600006,389.47,-111.33331299999999,48.50012207,56.0429993,4.0,1.33528268,-4.46701,-39.3319016,130927.0,32.1407013,993.7890015
14.0,15.0,0.0058,898.39,2288.41,2293.18,391.93,68.70589494,43.0,692.42,110.66668700000001,45.50012207,48.1324005,6.0,0.85372436,69.18890379999999,-36.0646019,64747.60156,-33.1791992,907.3499756000001
10.004,10.0,0.0095,2507.71,1255.2,2117.05,1511.74,22.63846285,37.1899986,1769.28,127.66668700000001,-21.5,57.957401299999994,1.0,2.65779948,22.0323009,-27.5102005,252514.0,123.7360001,353.6730042
20.002,20.0,0.0307,3185.28,2123.27,2516.83,1687.71,39.30012723,49.4000015,2122.33,58.66668701,53.50012207,29.908399600000003,1.0,2.37130857,9.363719900000001,-57.070400199999995,289157.0,81.3873978,550.0079956000001
12.503,13.0,-0.0045,2697.22,2617.36,3410.04,2131.17,17.8465683,40.3300018,2420.77,-46.33331299,-17.5,56.838001299999995,2.0,2.44201922,4.4309502,-44.6030006,206598.0,43.032798799999995,538.2930298
10.0,10.003,-0.039099998999999996,368.75,962.36,332.97,183.51,8.276472679,31.5599995,35.71,-114.33331299999999,36.50012207,73.9201965,5.0,0.33086687,-123.72699740000002,-31.728000599999998,48599.80078,26.908500699999998,621.2940062999999
3.997,13.0,0.039900001000000004,2748.67,1306.18,1781.39,957.81,31.21698256,40.8699989,1370.4,54.66668701,46.50012207,56.44440079999999,1.0,2.33193684,240.9429932,-24.7042999,224025.0,103.44699859999999,-9.254119900000001
13.998,14.0,0.0016,3216.3,1781.64,2208.25,1375.35,35.92352989,43.9500008,1805.11,57.66668701,50.50012207,33.4878006,1.0,2.68502569,119.961998,-53.44530110000001,255849.0,17.7991009,265.2479858
7.997999999999999,8.5,-0.027000001000000003,2194.7,1831.41,1951.61,2388.55,17.21917536,28.069999699999997,1119.43,-76.33331299,37.50012207,54.6808014,4.0,1.79259932,-113.63300320000002,-32.5545006,235333.0,139.5010071,1.88323
19.000999999999998,12.0,0.0119,828.27,1071.82,1195.9,719.61,5.522680509,41.0,39.06,-103.333313,30.50012207,50.1218987,6.0,1.23530638,-44.337200200000005,-35.9921989,83062.39844,11.994999900000002,1398.410034
17.505,16.99,0.031800002,1331.67,2392.31,3083.67,895.25,62.32575712,41.00999829999999,641.85,88.66668701,53.50012207,54.6455002,3.0,1.2345643,6.278029900000001,-31.825700800000003,52623.5,4.33006,613.0419922
11.001,10.0,-0.022000000000000002,965.79,1388.0,1860.32,794.02,6.519202405,35.0,911.52,1.666687012,27.50012207,101.03299709999999,4.0,1.69346821,-29.2660999,-35.2863998,174148.0,47.146198299999995,446.8919983
15.004000000000001,15.0,0.0297,2127.11,2108.68,2035.79,1781.42,24.38237068,44.2700005,1039.16,29.66668701,56.50012207,38.541698499999995,1.0,2.90343308,184.3289948,-46.201099400000004,240663.0,93.8062973,187.7910004
11.995,13.0,0.020199999,2183.56,2494.08,2734.76,2028.07,36.7491493,39.31999969,2136.22,48.66668701,60.50012207,40.1476,1.0,2.5748738999999996,-10.757599800000001,-37.6324005,254013.0,97.3203964,137.0
10.002,11.0,0.0069,1178.31,1193.97,1167.45,1174.9,60.17059082,36.5,475.36,111.66668700000001,30.50012207,48.450199100000006,4.0,1.89905167,96.0832977,-26.6728001,114749.0,67.0318985,125.1819992
12.995,12.01,-0.0115,2276.25,3161.12,3572.35,2375.48,13.28533026,37.0,2963.92,-41.33331299,-16.5,49.111099200000005,2.0,2.47097993,7.9670701,-40.558399200000004,216137.0,83.13279720000001,611.0859985000001
16.004,17.0,-0.029200001,1610.92,1788.75,1606.11,759.17,7.64852927,35.74000170000001,659.24,-103.333313,43.50012207,59.38000110000001,4.0,1.82927942,-88.4200974,-33.5968018,200043.0,27.617200899999997,1129.26001
10.004,10.0,-0.0045,908.57,1046.09,973.95,862.27,54.88624599999999,31.5499992,203.88,118.66668700000001,32.50012207,65.8445969,5.0,0.72265065,-3.8194699,-32.01829910000001,53641.39844,119.4459991,56.83660129999999
9.495,10.0,-0.020099999,1376.78,1017.36,324.59,421.87,58.33095233,31.9099998,44.63,109.66668700000001,19.50012207,67.6667023,5.0,0.71534002,42.8771019,-33.4141006,77216.39844,106.1969986,110.01599879999999
14.751,14.0,-0.0241,914.41,697.37,1202.68,426.78,7.778174592999999,36.790000899999995,132.02,-116.33331299999999,49.50012207,89.004097,4.0,1.07505596,-68.37010190000001,-43.963501,167926.0,-34.3597984,2133.8701170000004
16.000999999999998,17.0,0.018999999,1703.22,1491.07,1853.99,960.21,8.514693183,43.2999992,845.07,-106.33331299999999,50.50012207,56.642799399999994,2.0,2.15284944,-54.2330017,-46.6595001,244445.0,38.213699299999995,671.65802
21.997,24.0,-0.0056,1692.3,283.85,775.8,913.21,51.56064391,76.70999909999999,26.34,89.66668701,29.50012207,101.6149979,3.0,0.94070297,-118.5719986,-93.2695007,114962.0,-415.5499878,4378.319824
17.496,17.0,-0.0023,2234.05,1554.76,2760.96,1294.59,50.91659847,49.75,1128.57,77.66668701,48.50012207,32.0513992,3.0,1.52840698,-102.2279968,-32.7953987,155122.0,33.7181015,763.5109863
10.502,12.0,0.0059,1002.72,3387.51,3850.04,1167.0,73.62404499,44.0,869.3,96.66668701,60.50012207,34.333301500000005,2.0,2.57865977,219.74400330000003,-41.2528992,261540.0,18.378200500000002,346.2269897
16.0,17.0,0.0026,864.01,3152.18,3021.97,1663.49,24.05202694,46.409999799999994,1005.82,23.66668701,67.50012207,30.8241005,2.0,2.33771777,239.64599610000002,-42.397701299999994,112652.0,83.5197983,190.6320038
16.0,17.0,0.032299998999999996,2738.17,1666.15,1899.45,1224.05,28.15137652,44.6699982,1515.58,43.66668701,53.50012207,46.3891983,1.0,2.74635577,187.7680054,-37.8186989,270098.0,83.34400179999999,213.9810028
15.499,16.0,0.0296,2002.14,2180.42,2094.69,1876.37,23.71708245,44.4000015,1094.06,29.66668701,57.50012207,47.3143005,1.0,2.92876935,-400.95498660000004,-47.8184013,256390.0,103.0979996,182.1470032
11.998,12.0,-0.0186,1809.51,1944.45,2313.16,1786.9,9.617692031,37.6399994,397.43,150.66668700000002,-26.5,55.208301500000005,6.0,0.95969564,-0.315421,-32.5649986,56436.0,147.38900759999999,357.57000730000004
13.003,12.0,-0.0023,2305.86,3465.46,3765.18,404.39,16.50757402,38.0,2644.27,6.666687012000001,6.50012207,32.6389008,6.0,1.02187073,-38.549099,-29.313999199999998,51043.30078,105.61399840000001,140.651001
8.498,9.0,-0.01,1436.57,1682.95,1664.87,831.12,59.77039401,35.159999799999994,35.12,116.66668700000001,38.50012207,66.3180008,6.0,1.16173434,25.6408005,-27.907199900000002,51976.39844,102.1460037,9.4120302
12.002,13.0,0.015699999,1642.41,2876.15,3079.76,2373.25,37.423254799999995,37.6500015,1791.63,41.66668701,64.50012207,32.0,1.0,2.83751392,-58.55279920000001,-36.371498100000004,226839.0,106.08499909999999,27.0571995
5.697,6.3,-0.089000002,6.96,3730.23,3557.45,43.24,0.7071067809999999,21.7000008,595.93,-20.33331299,64.50012207,142.4290009,12.0,0.46722999,213.5350037,-20.845899600000003,65134.60156,131.2350006,618.9030151000001
15.997,15.0,0.025,1874.12,2045.68,1926.5,1731.98,17.21917536,44.720001200000006,904.78,22.66668701,58.50012207,39.6626015,1.0,2.9068625,-248.4120026,-42.783500700000005,221350.0,99.9480972,19.029399899999998
19.003,12.0,0.0029,2784.72,2532.1,2645.66,2486.65,23.71708245,40.5,1053.81,-79.33331299,43.50012207,44.510898600000004,2.0,1.93246305,-83.14330290000001,-42.1473999,154394.0,89.3713989,-16.9661007
15.998,17.0,0.012,3003.62,2233.52,2678.9,1842.67,41.74326293,45.470001200000006,2278.91,62.66668701,53.50012207,36.289299,2.0,2.30196214,42.1155014,-41.2046013,188951.0,64.0635986,206.1260071
15.001,14.0,0.0021,2012.46,2970.08,3846.28,1895.45,57.83165223,38.0,1680.54,76.66668701,61.50012207,59.73059839999999,2.0,1.72118115,-219.8910065,-35.2975006,224428.0,63.2771988,70.7304001
13.002,12.0,0.0359,465.64,3166.19,3298.43,634.38,75.10326225,41.99000170000001,373.6,101.666687,56.50012207,40.8139,4.0,1.88042212,6.074339900000001,-40.7886009,248702.0,29.174100899999996,460.0409851
15.001,14.0,0.0126,2567.33,1229.6,1480.99,779.78,24.90983741,42.1300011,1115.92,42.66668701,49.50012207,52.32249829999999,2.0,2.76119137,-157.5370026,-44.2972984,147905.0,92.73459629999999,137.9900055
22.005,24.0,-0.0228,2260.49,174.95,1502.46,89.41,12.34908904,60.8499985,209.62,-73.33331299,-15.5,48.75,3.0,1.37988234,-10.9422998,-50.6786003,83889.60156,-76.78820040000001,3344.310059
17.497,17.0,0.016799999,2353.51,1670.8,1583.2,1545.4,18.82817038,49.8300018,582.99,25.66668701,53.50012207,34.770198799999996,1.0,2.56191516,-216.94000240000003,-47.7338982,284515.0,86.8142014,178.223999
17.999000000000002,14.0,-0.0033,901.09,772.06,2031.7,442.98,13.28533026,43.0,818.5,-123.33331299999999,58.50012207,67.2434998,4.0,1.58721638,-5.2515502,-36.6741982,242012.0,5.840529900000001,1139.979981
15.004000000000001,16.0,0.020099999,1779.83,2472.98,2499.6,2079.13,28.50438563,43.1300011,1499.01,33.66668701,60.50012207,32.3207016,1.0,3.08937407,249.63499449999998,-40.043201399999994,259082.0,90.089798,45.9096985
4.996,6.0,0.0123,1713.02,3790.52,4239.89,1025.87,7.516648189,30.0,2469.85,-16.33331299,15.50012207,55.4314995,4.0,2.64425993,32.7653999,-19.987699499999998,86757.89844,161.6589966,39.6950989
10.005,12.99,0.0111,1325.37,3819.44,4796.94,2012.84,73.63762625,40.0,1306.95,88.66668701,70.50012207,49.0,2.0,2.07548451,-36.334999100000005,-31.6427994,219865.0,75.7167969,53.913200399999994
9.998,10.0,-0.032000002,1357.99,2421.5,2371.82,1281.75,15.5724115,32.0299988,581.33,-9.333312988,52.50012207,57.751899699999996,4.0,1.84647,57.43909839999999,-35.6109009,89146.20313,139.7299957,119.572998
14.999,14.0,0.038899999,2855.08,1413.53,1941.34,1117.73,33.32416541,41.0999985,1530.28,57.66668701,45.50012207,73.69000240000001,1.0,2.1120894,28.7544994,-37.8324013,177264.0,47.214698799999994,91.9248962
14.995999999999999,15.0,0.0092,1721.57,1479.48,1746.92,796.81,7.106335202,48.590000200000006,726.9,-105.33331299999999,48.50012207,61.805198700000005,2.0,2.03086829,-166.9210052,-41.0346985,205839.0,56.15209960000001,767.3560181
17.999000000000002,16.0,-0.0125,1009.51,571.76,2270.54,271.28,9.924716621,43.0,1153.54,-128.33331299999998,60.50012207,95.27580259999999,4.0,1.1774627,-16.9431992,-35.7625008,167343.0,30.257900199999998,937.3859863
7.0,6.995,-0.048099998,2060.63,1454.51,3908.2,941.44,26.95366394,29.9400005,568.16,-157.33331299999998,70.50012207,61.40739820000001,4.0,1.68630004,-112.76300049999999,-27.9573994,189031.0,103.66999820000001,21.9755001
9.997,10.0,0.0188,3069.73,1967.52,2317.81,1500.27,36.1731945,40.1899986,1934.52,55.66668701,52.50012207,41.018100700000005,1.0,2.99454308,68.009201,-26.612300899999997,249143.0,76.33529659999999,182.6679993
15.003,14.0,0.037099997999999995,2137.85,2327.07,2543.86,1891.35,33.32416541,39.25999829999999,1838.26,43.66668701,59.50012207,45.2522011,1.0,2.58328962,-177.0650024,-30.8803005,200041.0,97.2707977,188.12699890000002
9.0,9.001,-0.063900001,166.71,972.97,80.73,274.94,4.527692569,29.709999100000005,23.25,-117.33331299999999,33.50012207,71.63130190000001,5.0,0.516675,-13.357600199999998,-27.546199800000004,81758.0,125.2409973,285.5849915
6.997999999999999,7.0,-0.047800000999999995,179.62,47.69,360.87,210.1,6.0415229870000005,22.9599991,207.6,-124.33331299999999,42.50012207,42.75329970000001,5.0,0.54422998,23.007299399999997,-25.6459007,25603.5,125.5210037,198.5010071
8.003,10.0,-0.015699999,1083.48,1142.96,1118.74,463.15,5.14781507,28.989999800000003,8.74,4.666687012,45.50012207,90.4709015,4.0,1.15301192,-5.7155399000000005,-40.4710999,55890.0,91.54740140000001,637.9879761
10.995999999999999,11.0,-0.048500000999999994,202.05,1351.69,1728.22,1063.2,13.72953022,32.700000800000005,264.38,-2.3333129880000003,34.50012207,80.9552994,6.0,1.0171175,-25.3234005,-31.847700099999997,49493.89844,80.01370240000001,847.5369873
10.499,11.0,-0.017200001,399.07,176.98,920.46,170.22,6.964194139,33.299999199999995,283.3,-123.33331299999999,48.50012207,48.097599,6.0,0.85526693,-82.5735016,-26.584499400000002,57423.5,167.2489929,-22.7810993
14.999,16.0,0.0015,1510.69,1766.53,1596.93,979.49,5.522680509,42.7000008,606.87,-98.33331299,35.50012207,44.9393005,2.0,2.08644891,184.51300049999998,-26.1611996,222094.0,71.6774979,467.16799929999996
12.003,12.5,-0.0154,1128.96,1702.48,1660.84,414.63,57.98706752,32.0,356.17,124.66668700000001,45.50012207,69.9573975,6.0,1.26352239,-9.533929800000001,-24.353500399999998,56997.60156,107.97799679999999,128.2839966
7.997999999999999,8.0,0.023600001000000002,1655.08,1754.92,1615.9,1335.25,13.65650028,35.0,480.37,-91.33331299,30.50012207,50.896701799999995,4.0,1.68152618,-110.96900179999999,-26.579099699999997,96260.20313,116.85199740000002,9.632760000000001
1.7,2.3,-0.066699997,1150.21,104.97,58.01,134.42,44.52527372,27.9500008,37.26,123.66668700000001,12.50012207,51.0,6.0,1.37567997,25.3337002,-25.169500399999997,103594.0,183.7740021,-119.45500179999999
14.004000000000001,14.0,-0.006,2662.3,2851.54,2953.69,2835.61,20.11218536,42.25,1382.12,-71.33331299,46.50012207,41.9454994,2.0,2.01251364,103.0439987,-35.98450089999999,163407.0,89.264801,163.5039978
10.995,11.01,0.0067,1519.96,1470.16,1313.15,629.64,1.58113883,32.2799988,141.59,5.666687012000001,49.50012207,82.6182022,4.0,1.2829988,-5.92557,-33.2232018,143589.0,97.70999909999999,247.2839966
15.998,15.0,-0.0017,2227.15,1053.84,1174.01,855.06,19.03943276,41.7000008,739.58,34.66668701,47.50012207,42.6624985,2.0,2.33864594,-9.071530300000001,-35.6455002,144244.0,126.59899899999999,43.1565018
12.501,13.0,0.0156,1854.96,167.02,149.0,444.92,12.10371844,35.029998799999994,10.6,20.66668701,39.50012207,46.4087982,4.0,1.41159499,-4.8700299000000005,-42.9566994,184053.0,40.487300899999994,344.96099849999996
