thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,thickness_crust,d_2_young_rift,lon,lat,upper_mantle_vel_structure,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
0.66,1.46,0.018100001,1667.54,2201.9,1923.59,2106.82,1675.1910252575963,8.7,1617.46,17.5,-68.5,9.0,2.0027,-23.2250175476,-12.840793,92805.81665,361.937164307,-3720
0.75,1.66,0.025800001,1683.47,2242.64,1964.03,2139.53,1689.6519594666465,10.19,1586.96,18.5,-68.5,9.0,2.0027,-20.5139484406,-12.404987,90866.88995,368.220428467,-3656
0.72,1.59,0.033599999,1687.95,2283.41,2004.56,2172.76,1705.5638894091803,10.2,1556.48,19.5,-68.5,9.0,1.98013,-16.3890399933,-11.614889,94528.72467,373.540771484,-3804
0.71,1.56,0.038199998,1679.83,2324.2,2045.17,2206.48,1722.8828688899785,10.19,1526.02,20.5,-68.5,9.0,1.98013,-11.0336694717,-10.903065,93398.42987,377.868408203,-3752
0.69,1.51,0.036699999,1673.29,2365.0,2085.84,2240.67,1741.5628474929422,10.06,1495.6,21.5,-68.5,9.0,2.02708,-4.87061929703,-10.633613,97322.11304000001,381.070678711,-3794
0.69,1.51,0.0307,1668.37,2405.79,2126.57,2268.85,1761.556135721579,10.07,1465.22,22.5,-68.5,9.0,2.02708,1.60321784019,-10.789424,95447.77679,382.813659668,-3755
0.68,1.49,0.0243,1665.07,2446.57,2167.33,2287.96,1782.81384851374,10.0,1434.89,23.5,-68.5,9.0,2.0932,7.91976213455,-11.09055,98821.08307,382.580627441,-3612
0.67,1.48,0.0206,1663.4,2487.33,2208.11,2300.17,1805.286320490368,9.91,1404.64,24.5,-68.5,9.0,2.0932,14.2534570694,-11.501225,96806.8924,379.827209473,-3564
0.69,1.53,0.020099999,1663.37,2528.05,2248.91,2313.2,1828.9234880282204,9.93,1374.46,25.5,-68.5,9.0,2.17403,21.2243824005,-12.185657,101568.8782,374.111724854,-3579
0.75,1.65,0.0196,1664.98,2568.73,2289.7,2327.04,1853.6752348934165,10.0,1344.38,26.5,-68.5,9.0,2.17403,28.5253753662,-12.992386,100831.5964,365.166137695,-3506
0.69,1.52,0.017000001,1668.22,2609.35,2330.49,2341.67,1879.4916996693548,8.93,1314.41,27.5,-68.5,8.0,2.23652,36.1484603882,-13.578897,103914.17690000002,352.914093018,-3454
0.74,1.62,0.0107,1673.09,2649.92,2371.26,2354.96,1906.32354451497,8.88,1284.56,28.5,-68.5,8.0,2.23652,43.6743164062,-13.881885999999998,101849.5483,337.450195312,-3186
0.66,1.44,0.0006,1679.57,2690.42,2412.0,2358.18,1934.1221858743397,7.55,1254.87,29.5,-68.5,4.0,2.205,49.5934753418,-14.828048999999998,106432.02209999999,319.397918701,-2973
1.49,3.29,-0.0123,1687.64,2730.84,2452.7,2362.36,1962.839988621123,15.63,1225.33,30.5,-68.5,4.0,2.205,52.1958618164,-17.645177,107089.9887,300.131347656,-2418
4.97,7.47,-0.0263,1697.27,2771.17,2493.35,2367.5,1992.4304257694887,25.28,1195.98,31.5,-68.5,4.0,2.34295,50.0440673828,-20.275599,112615.85239999999,281.885803223,-1216
5.48,8.23,-0.036899999,1708.43,2811.41,2533.95,2373.42,2022.8482063353251,27.76,1164.69,32.5,-68.5,4.0,2.34295,42.9691734314,-22.251867999999998,115087.40229999999,267.266845703,-663
11.36,8.53,-0.040199999,1721.1,2851.55,2574.48,2378.69,2054.049374211748,28.89,1130.02,33.5,-68.5,4.0,2.30337,32.5733032227,-23.839123999999998,119791.62599999999,258.051055908,-508
10.91,8.18,-0.035999998,1735.24,2891.58,2614.94,2382.98,2085.9913810584353,27.65,1094.99,34.5,-68.5,4.0,2.30337,21.0972042084,-24.735183,123153.2745,254.287506104,-758
4.98,7.47,-0.028200001,1750.8,2931.5,2655.33,2388.06,2118.6331362225433,25.3,1059.65,35.5,-68.5,3.0,2.23645,10.8849420547,-22.546373000000003,129711.7615,254.010848999,-1112
4.47,6.7,-0.024,1767.75,2971.26,2695.63,2393.93,2151.9350366364183,22.85,1024.0,36.5,-68.5,3.0,2.23645,3.87092423439,-20.02329,135092.2089,253.956451416,-1400
4.19,6.3,-0.0265,1786.05,3010.89,2735.83,2400.59,2185.858979497651,21.68,988.42,37.5,-68.5,4.0,2.25666,0.927802026272,-19.504722,137107.193,250.909576416,-1536
4.48,6.72,-0.034400001,1805.64,3050.38,2775.94,2408.02,2220.3683603509526,23.09,952.92,38.5,-68.5,4.0,2.25666,1.75498890877,-18.539987,137975.4639,242.849380493,-1425
5.21,7.82,-0.042300001,1826.49,3089.75,2815.94,2416.23,2255.4280589764644,26.58,917.51,39.5,-68.5,2.0,2.25466,5.47648668289,-21.189158,140578.50650000002,229.414230347,-1084
9.39,9.4,-0.045299999,1848.53,3128.97,2855.84,2418.66,2291.004415259155,29.02,882.22,40.5,-68.5,2.0,2.25466,10.4056148529,-23.578827,142887.4969,211.787353516,-801
10.33,10.34,-0.0427,1871.74,3168.04,2895.61,2413.59,2327.065196980203,32.0,847.07,41.5,-68.5,2.0,2.38988,14.9345149994,-27.092793,144948.97460000002,192.110519409,-484
13.67,10.25,-0.037099998,1896.06,3206.95,2935.26,2409.32,2363.5795612417505,35.0,812.1,42.5,-68.5,2.0,2.38988,18.1973438263,-29.972808,146184.845,172.724334717,-349
13.58,10.19,-0.0309,1921.43,3245.71,2974.78,2399.38,2400.5180110171295,35.0,777.33,43.5,-68.5,4.0,2.37607,20.6111316681,-30.406572999999998,144624.3439,155.399398804,-86
13.47,10.1,-0.0272,1945.17,3284.31,3014.16,2387.05,2399.0767760917693,35.0,742.81,44.5,-68.5,4.0,2.37607,22.620923996,-30.342755,142255.47790000006,141.056259155,67
13.46,10.1,-0.026900001,1969.39,3322.74,3053.4,2374.8,2376.3505616878588,35.0,708.57,45.5,-68.5,4.0,2.32257,24.1510620117,-29.512224,141048.06519999995,129.757995605,123
13.49,10.12,-0.0298,1994.65,3360.99,3092.5,2359.12,2354.6560396444675,35.0,674.68,46.5,-68.5,4.0,2.32257,24.009885788,-28.954573999999997,139622.818,120.825164795,81
13.45,10.09,-0.033100002,2020.91,3399.07,3131.45,2342.06,2334.0270767519764,35.0,641.2,47.5,-68.5,4.0,2.37514,20.7486820221,-29.104701000000002,140023.1628,113.31098175,98
13.57,10.17,-0.032000002,2048.12,3436.96,3170.24,2323.2,2314.497003984146,35.0,608.21,48.5,-68.5,4.0,2.37514,13.3693561554,-29.677938,140226.593,106.403999329,-133
13.98,10.48,-0.0252,2076.24,3474.67,3208.87,2304.37,2296.098435317077,36.0,575.79,49.5,-68.5,4.0,2.29967,2.40692687035,-30.293919,139250.19840000002,99.7501602173,169
13.93,10.45,-0.0127,2105.23,3512.18,3247.33,2286.58,2278.8630774114044,36.0,544.07,50.5,-68.5,4.0,2.29967,-10.0045051575,-30.782428999999997,139228.5309,93.6312713623,452
13.97,10.48,-0.002,2135.05,3549.5,3285.62,2269.83,2262.8215319842834,36.0,513.17,51.5,-68.5,4.0,2.36387,-21.2337875366,-31.060846999999995,136311.4777,88.5861587524,661
13.99,10.49,0.0009,2165.65,3586.62,3323.74,2254.16,2248.003093065493,36.0,483.28,52.5,-68.5,4.0,2.36387,-29.5439777374,-31.137007,135904.4189,85.1187820435,779
13.89,10.41,-0.0071,2196.99,3623.53,3361.68,2239.59,2234.435541682508,36.0,453.99,53.5,-68.5,2.0,2.32637,-35.3009757996,-30.991113000000002,134258.17869999996,83.4054260254,838
13.82,10.37,-0.0207,2229.04,3660.23,3399.43,2226.15,2222.1449408363274,36.0,413.22,54.5,-68.5,2.0,2.32637,-39.4670715332,-30.806715999999998,135624.7253,83.2309341431,750
13.89,10.42,-0.0319,2261.75,3696.72,3436.99,2213.85,2211.1554338959368,36.0,372.49,55.5,-68.5,2.0,2.29576,-42.5219688416,-30.789941,134620.8649,84.4634094238,506
13.92,10.44,-0.0363,2295.1,3732.99,3474.36,2202.72,2201.4890497374377,36.0,331.84,56.5,-68.5,2.0,2.29576,-43.7535820007,-30.942821999999996,136077.2095,87.1479873657,469
12.5,12.5,-0.035100002000000005,2329.05,3769.04,3511.53,2192.79,2193.1655180681914,36.0,291.29,57.5,-68.5,2.0,2.25487,-41.9098777771,-31.078314000000002,135734.3445,91.3740158081,445
12.56,12.56,-0.034699999,2363.55,3804.86,3548.5,2184.06,2186.2020983931575,36.0,250.92,58.5,-68.5,2.0,2.25487,-37.4716148376,-31.044359000000004,136764.11440000002,96.8552474976,291
12.46,12.46,-0.036499999,2398.59,3840.45,3585.26,2176.56,2180.6134259901646,36.0,210.84,59.5,-68.5,4.0,2.24991,-31.906124115,-30.786140999999997,136006.50019999998,103.10572052,199
12.01,12.0,-0.039299998,2434.12,3875.8,3621.81,2170.31,2176.4113780577677,35.0,170.67,60.5,-68.5,4.0,2.24991,-27.1604423523,-30.373720000000002,136200.50049999997,109.468643188,342
12.01,12.0,-0.038199998,2470.13,3910.92,3658.14,2165.33,2173.6049628838223,35.0,129.96,61.5,-68.5,4.0,2.23221,-24.4352626801,-29.831025,133551.7426,115.716026306,412
11.93,11.93,-0.031800002,2506.57,3945.79,3694.26,2161.61,2172.2002344611697,35.0,89.4,62.5,-68.5,4.0,2.23221,-23.5688915253,-29.150625,131927.16979999997,122.284706116,353
11.79,11.79,-0.021299999,2543.43,3980.42,3730.15,2159.19,2172.2002344611697,35.01,49.42,63.5,-68.5,4.0,2.22619,-23.4309673309,-28.327371999999997,130167.8162,129.961761475,308
11.84,11.83,-0.0132,2580.67,4014.8,3765.81,2158.07,2173.6049628838223,35.0,15.45,64.5,-68.5,4.0,2.22619,-22.4589328766,-27.369531,129227.67640000001,139.21937561,326
11.46,11.45,-0.011,2618.28,4048.92,3801.25,2158.26,2176.4113780577677,34.0,-35.85,65.5,-68.5,4.0,2.15804,-19.5655403137,-26.387773,126659.9426,149.838546753,185
10.9,10.9,-0.016000001,2656.21,4082.79,3836.44,2159.76,2180.6134259901646,34.0,-12.45,66.5,-68.5,4.0,2.15804,-14.4179601669,-25.500773000000002,124805.4123,160.994842529,-101
13.86,10.16,-0.0261,2694.47,4116.39,3871.4,2162.58,2186.2020983931575,34.0,28.35,67.5,-68.5,4.0,2.15121,-7.42112207413,-24.790139,123148.82659999997,171.57270813,-77
13.99,10.26,-0.037099998,2733.01,4149.73,3906.12,2166.72,2193.1655180681914,33.0,13.27,68.5,-68.5,4.0,2.15121,0.210378974676,-24.232402,122615.2267,180.606536865,87
13.72,10.07,-0.045400001,2771.82,4182.75,3940.59,2172.19,2201.4890497374377,32.0,-30.35,69.5,-68.5,4.0,2.19794,8.3231306076,-23.684179999999998,122660.675,187.346954346,-52
7.95,7.95,-0.047600001,2751.79,4215.28,3967.34,2178.97,2211.1554338959368,26.75,-70.68,70.5,-68.5,4.0,2.19794,16.8517093658,-22.980814000000002,123354.4464,191.468093872,-603
8.1,8.11,-0.044199999,2720.86,4247.53,3934.09,2187.05,2222.1449408363274,26.66,-108.02,71.5,-68.5,4.0,2.18435,26.2078952789,-22.010417,118611.30520000002,192.959533691,-806
7.75,7.75,-0.038199998,2690.62,4279.5,3900.59,2196.45,2234.435541682508,25.61,-79.68,72.5,-68.5,4.0,2.18435,35.6000480652,-20.823079,113720.9702,192.170959473,-930
4.26,6.4,-0.033300001,2661.1,4311.18,3866.83,2199.53,2248.003093065493,25.38,-48.71,73.5,-68.5,4.0,2.0809,44.3881149292,-19.662233999999998,102437.1948,189.750320435,-1065
4.03,6.06,-0.031800002,2632.33,4342.58,3832.81,2201.46,2262.8215319842834,25.37,-25.7,74.5,-68.5,4.0,2.0809,52.448513031,-18.85465,91880.59998,186.443130493,-979
4.02,6.04,-0.032000002,2604.35,4373.68,3798.55,2195.73,2278.8630774114044,25.32,-11.04,75.5,-68.5,4.0,2.08885,60.2151298523,-18.720857000000002,90302.05536,182.766159058,-921
4.08,6.11,-0.030300001,2577.18,4404.48,3764.04,2190.85,2296.098435317077,25.39,29.08,76.5,-68.5,4.0,2.08885,68.7194061279,-19.446347,90803.17688,178.817855835,-927
9.2,9.2,-0.0261,2550.86,4434.99,3729.29,2186.81,2314.497003984146,26.57,57.99,77.5,-68.5,4.0,2.07068,77.5238189697,-20.914472,103514.267,174.472595215,-853
11.76,11.76,-0.022500001,2525.42,4465.19,3694.3,2183.61,2334.0270767519764,33.0,87.74,78.5,-68.5,4.0,2.07068,85.0786437988,-22.739127,116255.6,169.52355957,-479
11.52,11.52,-0.0253,2500.9,4495.09,3659.08,2181.23,2354.6560396444675,33.0,66.15,79.5,-68.5,4.0,2.09116,88.6149215698,-24.441195999999998,114421.79109999997,163.940307617,-34
11.73,11.73,-0.032900002000000005,2477.32,4524.67,3623.63,2179.66,2376.3505616878588,34.0,38.28,80.5,-68.5,4.0,2.09116,85.116897583,-25.584003,110669.6854,157.924575806,330
11.67,11.67,-0.039799999,2454.72,4553.95,3587.96,2178.87,2399.0767760917693,34.0,43.94,81.5,-68.5,3.0,2.25487,74.3782653809,-25.994897,96965.28625,151.787109375,387
11.59,11.6,-0.037300002,2433.13,4582.9,3552.05,2178.86,2422.800450837202,34.0,60.0,82.5,-68.5,3.0,2.25487,58.1196556091,-25.877326,83766.30402000001,145.736816406,246
11.59,11.59,-0.0253,2412.59,4611.54,3515.94,2179.6,2447.487147575382,34.0,87.31,83.5,-68.5,4.0,2.27235,39.4377098083,-25.701421,84167.56439,139.86026001,95
11.49,11.49,-0.01,2393.12,4639.85,3479.6,2181.08,2473.102368081046,34.0,95.45,84.5,-68.5,4.0,2.27235,21.3246421814,-25.875732,84929.14580999999,134.173156738,54
11.94,11.94,-0.0014,2374.76,4667.84,3443.06,2183.26,2499.6116878154617,35.0,103.79,85.5,-68.5,4.0,2.26944,6.13147068024,-26.453968,86604.94232,128.794692993,65
11.92,11.93,-0.0036,2357.54,4695.5,3406.3,2186.14,2526.980876432681,35.0,126.04,86.5,-68.5,4.0,2.26944,-4.99729537964,-27.113770000000002,86751.10626,123.811294556,79
11.87,11.88,-0.0125,2341.48,4722.83,3369.35,2189.67,2510.561314963696,34.99,156.38,87.5,-68.5,3.0,2.24998,-12.5267286301,-27.503867,92006.95801,119.196601868,93
11.89,11.9,-0.02,2326.62,4749.82,3332.2,2193.85,2488.6305551305477,35.0,188.65,88.5,-68.5,3.0,2.24998,-17.3597640991,-27.566771000000003,97757.47681,114.849029541,118
11.88,11.88,-0.0208,2312.97,4776.48,3294.85,2198.65,2466.5935496487796,35.0,221.04,89.5,-68.5,3.0,2.1278,-21.388250351,-27.636205,113803.9627,110.733772278,176
11.82,11.82,-0.016100001,2295.38,4802.79,3257.31,2204.04,2444.4541064396203,35.0,253.68,90.5,-68.5,3.0,2.1278,-26.1726722717,-28.061998,130590.13369999999,107.083946228,202
11.83,11.84,-0.0098,2275.65,4828.76,3219.58,2210.0,2422.2161212529704,35.0,288.72,91.5,-68.5,3.0,2.19944,-31.8230133057,-28.878113,135654.0985,104.009605408,226
11.83,11.83,-0.0057,2257.05,4854.38,3181.68,2208.59,2399.8835814631952,35.0,296.55,92.5,-68.5,3.0,2.19944,-36.8512840271,-29.682896000000003,141345.00119999997,101.377799988,277
11.86,11.86,-0.0039,2239.61,4879.65,3143.59,2205.41,2377.460570091044,35.0,255.91,93.5,-68.5,3.0,2.16596,-39.3037071228,-29.83741,139512.42070000002,98.7255859375,349
12.25,12.25,-0.0033,2223.36,4904.56,3105.33,2202.55,2354.9512700648697,36.0,215.42,94.5,-68.5,3.0,2.16596,-36.4911651611,-29.006166999999998,139676.0864,95.2780838013,412
12.3,12.3,-0.004,2208.34,4929.12,3066.9,2199.99,2332.359968735049,36.0,175.19,95.5,-68.5,3.0,2.17585,-27.2389907837,-27.697471999999998,134001.15970000002,90.656463623,439
12.26,12.25,-0.0066,2194.57,4953.32,3028.31,2197.73,2309.6910626562067,36.0,135.46,96.5,-68.5,3.0,2.17585,-12.769449234,-27.09225,128792.572,85.2264938354,427
11.83,11.84,-0.0111,2177.99,4977.16,2989.56,2195.74,2286.949062652694,35.0,95.85,97.5,-68.5,3.0,2.15931,2.87561321259,-28.141071999999998,111677.84120000001,80.0606002808,421
11.42,11.43,-0.0164,2158.95,5000.63,2950.66,2194.02,2264.138599183472,34.0,55.05,98.5,-68.5,3.0,2.15931,14.7962722778,-30.655932,95218.56689,76.5714492798,426
11.44,11.45,-0.0206,2141.1,5023.74,2911.6,2192.54,2241.2644280233817,35.0,14.26,99.5,-68.5,3.0,2.10534,19.4980640411,-32.924803999999995,90866.29486,75.8765182495,416
10.81,10.49,-0.0232,2124.46,5046.48,2872.4,2188.34,2218.3314362786246,35.0,-23.47,100.5,-68.5,3.0,2.10534,17.5718574524,-32.786454,87123.80219,78.2294158936,350
11.01,10.69,-0.023600001,2109.07,5068.84,2833.06,2172.11,2195.3446487549754,35.0,28.28,101.5,-68.5,3.0,2.17558,12.8684482574,-30.100589000000003,86608.55865,82.9243469238,200
11.13,10.81,-0.0218,2094.96,5090.83,2793.58,2145.95,2172.309234698162,35.0,64.72,102.5,-68.5,3.0,2.17558,9.50081729889,-26.925991999999997,84546.50116,88.5825195312,6
11.7,11.7,-0.0176,2081.6,5112.44,2753.98,2119.73,2149.2305149264957,35.0,104.31,103.5,-68.5,3.0,2.13992,8.86728286743,-25.206563,84219.71893,93.5092315674,-215
11.12,11.13,-0.0124,2068.43,5133.67,2714.25,2093.45,2126.113969376646,34.0,144.48,104.5,-68.5,3.0,2.13992,10.4357795715,-25.443248,81907.08923,96.380027771,-407
10.93,10.94,-0.0091,2055.9,5154.51,2674.4,2067.11,2102.9652450840713,34.0,184.58,105.5,-68.5,3.0,2.1622,12.0110588074,-26.896627000000002,80421.64612,96.9237213135,-501
10.51,10.51,-0.0112,2044.72,5174.97,2634.44,2040.72,2079.79016462023,33.0,223.41,106.5,-68.5,3.0,2.1622,12.4077692032,-28.394009000000004,77281.15845,96.0225906372,-453
10.98,10.97,-0.0188,2034.91,5195.04,2594.38,2014.28,2056.594735009175,34.0,262.69,107.5,-68.5,3.0,2.19632,10.9248876572,-29.214066,78729.31671,95.463760376,-292
11.53,11.53,-0.0266,2026.5,5214.72,2554.21,1987.81,2033.3851571464809,35.0,302.21,108.5,-68.5,3.0,2.19632,7.37981653214,-29.341595,79124.07684,97.0326766968,-154
11.61,11.6,-0.0275,2019.51,5234.01,2513.95,1961.29,2010.1678357436458,35.0,333.24,109.5,-68.5,3.0,2.1199,2.57022118568,-29.021341999999997,84497.60437,101.542861938,-191
11.66,11.65,-0.0186,2013.95,5252.9,2473.6,1934.75,1986.9493898210594,35.0,306.4,110.5,-68.5,3.0,2.1199,-2.71427345276,-28.345774,90011.1084,108.490341187,-374
11.27,11.27,-0.0044,2009.83,5271.39,2433.17,1908.19,1963.7366637723248,34.0,282.35,111.5,-68.5,4.0,2.16206,-7.75988054276,-27.338396000000003,104338.5849,116.432640076,-517
11.31,11.31,0.0059,2007.17,5289.48,2392.67,1881.61,1940.536739022126,33.99,261.87,112.5,-68.5,4.0,2.16206,-11.3644161224,-26.20402,119367.50790000003,123.84034729,-552
11.02,11.02,0.0055,1967.52,5307.17,2352.1,1854.85,1917.356946298751,32.99,245.87,113.5,-68.5,4.0,2.11791,-12.4309825897,-25.304681,131489.2883,129.721862793,-577
11.05,11.05,-0.0041,1927.24,5324.46,2311.47,1826.57,1894.2048785409374,33.0,235.25,114.5,-68.5,4.0,2.11791,-10.2417182922,-24.917182,143085.73909999995,133.740921021,-601
10.43,10.13,-0.0136,1887.1,5341.34,2270.8,1798.28,1871.0884044566183,33.0,230.77,115.5,-68.5,4.0,2.20588,-4.94629859924,-25.038756,149023.45280000003,135.891204834,-607
10.42,10.12,-0.0148,1847.11,5357.81,2230.08,1769.97,1848.0156827483675,33.0,229.18,116.5,-68.5,4.0,2.20588,2.86715269089,-25.419977,154314.9261,136.167495728,-602
10.76,10.45,-0.0067,1807.29,5368.91,2189.32,1741.67,1824.9951770168434,34.0,228.72,117.5,-68.5,4.0,2.27678,11.162686348,-25.740061999999998,156447.1283,134.595718384,-606
10.8,10.48,0.0031,1767.68,5328.75,2148.54,1713.38,1802.0356713489925,34.0,234.28,118.5,-68.5,4.0,2.27678,17.3153572083,-25.830347,158939.14789999998,131.468444824,-620
10.86,10.55,0.0055,1728.28,5288.73,2107.75,1685.09,1779.1462865921778,34.0,245.95,119.5,-68.5,2.0,2.25101,19.2416000366,-25.955958,160456.32929999998,127.386932373,-596
10.84,10.52,-0.0026,1689.14,5248.85,2066.95,1656.84,1756.3364973085088,34.0,262.9,120.5,-68.5,2.0,2.25101,16.629901886,-26.559276,162575.4852,123.071792603,-510
10.81,10.49,-0.0155,1650.27,5209.12,2026.16,1628.61,1733.6161493952436,34.0,284.19,121.5,-68.5,2.0,2.33299,10.3123531342,-27.877143,162057.5562,118.926322937,-400
10.83,10.5,-0.0239,1611.71,5169.57,1985.39,1600.43,1710.9954783470432,34.0,308.91,122.5,-68.5,2.0,2.33299,1.87654721737,-29.561671999999998,162124.42019999996,114.895713806,-294
11.15,10.82,-0.022,1573.49,5130.19,1944.65,1572.29,1688.1363420485281,35.0,336.31,123.5,-68.5,2.0,2.24434,-7.38188171387,-30.814487,161485.38210000002,110.507644653,-202
11.16,10.83,-0.0122,1535.64,5091.02,1903.95,1544.22,1663.441845797348,35.0,365.77,124.5,-68.5,2.0,2.24434,-16.0559387207,-31.047136,161950.08849999998,105.271247864,-146
11.18,10.85,-0.0027,1498.2,5052.06,1863.3,1516.22,1638.8437606053014,35.0,396.83,125.5,-68.5,2.0,2.26391,-23.2143535614,-30.602889,163733.2611,99.1410064697,-141
11.16,10.83,0.0002,1461.23,5013.32,1822.73,1484.43,1609.0669585855533,35.0,429.14,126.5,-68.5,2.0,2.26391,-28.6577568054,-30.508975,166784.7137,92.5982055664,-176
11.13,10.81,-0.0049,1424.75,4974.83,1782.25,1452.66,1569.0364537050518,35.0,462.42,127.5,-68.5,3.0,2.37357,-32.5629577637,-31.431162,168001.2207,86.4152297974,-249
11.08,10.75,-0.0135,1388.82,4936.59,1741.87,1420.93,1528.9144834439937,34.99,496.48,128.5,-68.5,3.0,2.37357,-35.036907196,-32.838237,170226.39469999998,81.4823150635,-291
11.07,10.76,-0.0196,1353.49,4898.62,1701.61,1389.26,1488.7048690518166,35.0,531.15,129.5,-68.5,2.0,2.32947,-36.0044593811,-33.461566,167237.854,78.493888855,-232
11.12,10.79,-0.0185,1318.08,4860.94,1661.5,1356.44,1448.4115483610908,35.0,566.31,130.5,-68.5,2.0,2.32947,-34.8623886108,-32.68226,166216.7969,77.502746582,-65
11.13,10.8,-0.0114,1279.01,4823.56,1621.54,1321.44,1408.038593022213,35.0,601.88,131.5,-68.5,2.0,2.43328,-30.7156066895,-31.278863,159806.9763,78.1868362427,127
11.15,10.82,-0.0028,1240.27,4786.5,1581.78,1286.46,1367.5902288518669,35.0,636.7,132.5,-68.5,2.0,2.43328,-22.6206054688,-30.437279999999998,156266.861,80.0158538818,225
11.52,11.18,0.0011,1201.87,4749.77,1542.23,1251.53,1327.0708599665834,36.0,671.7,133.5,-68.5,3.0,2.37321,-9.9178981781,-30.588991999999998,152995.3156,82.4547348022,97
11.49,11.16,-0.0026,1163.89,4713.39,1502.91,1216.66,1286.485097542975,36.0,706.09,134.5,-68.5,3.0,2.37321,7.49325275421,-31.249584999999996,151921.63090000002,85.0809173584,-215
11.38,11.05,-0.012,1126.35,4677.38,1463.87,1181.86,1245.8377942662755,36.0,740.48,135.5,-68.5,3.0,2.30708,28.9660720825,-31.716272999999997,150510.26919999995,87.5916595459,-520
10.57,10.27,-0.0211,1089.32,4641.75,1425.13,1147.15,1205.1340858155713,34.0,774.48,136.5,-68.5,3.0,2.30708,52.7522354126,-31.869540999999998,151358.24589999998,89.973991394,-553
10.56,10.24,-0.0244,1052.87,4606.52,1386.72,1110.85,1164.3794411103788,34.0,807.07,137.5,-68.5,2.0,2.24895,76.2786865234,-32.031788,158291.25980000003,92.6775436401,-244
11.05,10.73,-0.02,1017.06,4571.71,1348.7,1073.85,1123.5797235412647,35.0,767.58,138.5,-68.5,2.0,2.24895,96.2718353271,-32.266708,166665.05430000002,96.3439865112,141
11.15,10.82,-0.0109,981.98,4537.33,1311.09,1036.91,1082.7412660718287,35.01,728.06,139.5,-68.5,3.0,2.17302,109.983100891,-32.114062,163739.57819999996,101.384346008,250
11.13,10.8,-0.0025,947.71,4503.41,1273.94,1000.06,1041.8709639947097,35.0,688.51,140.5,-68.5,3.0,2.17302,115.501144409,-31.162703999999998,162264.75519999999,107.617950439,61
11.19,10.87,0.0013,914.36,4469.96,1237.32,963.32,1000.9763903418077,35.0,648.94,141.5,-68.5,3.0,2.03316,112.134033203,-29.605304999999998,160450.7751,114.270896912,-38
11.32,10.99,0.0008,882.03,4437.0,1201.27,926.69,960.065940621879,34.99,609.36,142.5,-68.5,3.0,2.03316,100.772750854,-28.123201,161133.95690000005,120.478050232,-12
11.39,11.05,-0.0029,850.87,4404.54,1165.86,890.22,919.1490158823862,35.0,569.79,143.5,-68.5,3.0,2.00225,83.548576355,-27.267324,159511.6272,125.807723999,-156
11.02,10.71,-0.0103,820.99,4372.61,1131.15,853.92,878.236256357728,34.0,530.22,144.5,-68.5,3.0,2.00225,63.2494125366,-27.083196,160835.6628,130.260681152,-128
11.02,10.69,-0.0198,792.57,4341.23,1097.24,817.82,837.339842610935,34.0,490.68,145.5,-68.5,3.0,1.85724,42.5682220459,-27.207501,156579.6814,133.975479126,-284
11.09,10.76,-0.034400001,765.77,4310.41,1064.18,781.97,796.473887770594,34.0,451.19,146.5,-68.5,3.0,1.85724,23.5305213928,-27.256785999999998,156535.2325,137.056655884,-676
11.21,10.88,-0.0438,740.77,4280.17,1032.09,746.38,755.6549542487702,34.0,411.76,147.5,-68.5,3.0,1.73224,7.26628351212,-27.07733,150575.2869,139.546783447,-720
11.3,10.98,-0.0449,717.76,4250.53,1001.06,711.12,714.902742837259,34.0,372.44,148.5,-68.5,3.0,1.73224,-5.93982744217,-26.863971000000003,148460.08299999998,141.560333252,-685
11.3,10.96,-0.037500001,696.95,4221.52,971.2,676.24,674.2410239422252,34.0,333.27,149.5,-68.5,3.0,1.63473,-16.1055736542,-26.975487,136016.8457,143.324890137,-718
10.27,9.96,-0.0274,678.55,4193.14,942.63,641.79,633.698914202482,31.0,294.33,150.5,-68.5,3.0,1.63473,-23.4476566315,-27.653598,125584.9838,145.172164917,-822
9.04,9.04,-0.0251,662.77,4165.43,915.48,607.85,593.312653914882,27.9,255.72,151.5,-68.5,3.0,1.57562,-28.0819015503,-28.7696,106033.2794,147.511474609,-1003
9.03,9.03,-0.034699999,649.79,4138.39,889.89,574.52,553.1281234563095,27.79,217.66,152.5,-68.5,3.0,1.57562,-29.7960414886,-29.884927,88127.09808,150.836013794,-919
9.09,9.09,-0.052099999,639.8,4112.05,866.0,541.9,513.2044705506272,27.96,180.49,153.5,-68.5,3.0,1.57562,-28.8801593781,-30.412489,83443.58826,155.598770142,-501
9.16,9.17,-0.065099999,632.93,4086.43,843.95,510.13,473.61943983269595,27.99,144.9,154.5,-68.5,3.0,1.78013,-25.9421691895,-30.008905,78931.66351000001,162.293029785,-307
8.78,8.77,-0.061099999,629.29,4061.54,823.92,479.39,434.47736246091,26.71,112.45,155.5,-68.5,6.0,1.61601,-21.9443969727,-28.659665999999998,76094.25353999999,171.283432007,-520
8.76,8.77,-0.044,628.95,4037.41,806.04,449.88,395.9213806580424,26.77,86.71,156.5,-68.5,6.0,1.61601,-17.7831172943,-26.625716999999998,70903.64074999999,182.704940796,-633
