thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,thickness_crust,d_2_young_rift,lon,lat,upper_mantle_vel_structure,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
0.71,1.54,-0.0067,1229.23,3920.03,2159.06,798.94,1022.5005174028171,10.72,646.16,-155.5,-74.5,7.0,1.19106,-0.2866063416,-12.857733999999999,59237.049100000004,393.178192139,-3858
0.71,1.56,-0.0023,1246.72,3891.67,2187.38,782.16,1047.5838980200099,10.79,672.35,-154.5,-74.5,7.0,1.12752,0.372807472944,-13.044412,56256.08444,390.398376465,-3848
0.65,1.44,0.0022,1264.52,3863.17,2215.88,761.26,1072.6429013711545,9.83,698.59,-153.5,-74.5,7.0,1.12752,1.13706493378,-13.307479999999998,55209.869380000004,385.839294434,-3859
0.66,1.44,0.0044,1269.71,3834.55,2244.55,734.38,1097.6721791015677,9.87,724.87,-152.5,-74.5,7.0,1.10325,2.02047777176,-13.37221,53103.44696,379.649139404,-3860
0.66,1.45,0.0017,1276.06,3805.81,2273.37,707.53,1122.6666993256279,9.89,751.19,-151.5,-74.5,7.0,1.10325,2.98647069931,-13.048167999999999,52714.38979999999,372.055450439,-3826
0.68,1.49,-0.0052,1283.55,3776.96,2302.33,680.75,1147.6217124006553,10.07,777.53,-150.5,-74.5,7.0,1.06998,4.0293340683,-12.402756,50554.61502,363.327514648,-3754
0.71,1.57,-0.014,1292.15,3748.0,2331.42,654.04,1172.5327210433315,10.11,803.87,-149.5,-74.5,7.0,1.06998,5.18401861191,-11.774868,49729.13361,353.686218262,-3611
0.7,1.54,-0.0199,1301.83,3718.94,2360.62,627.42,1197.395454172135,10.02,826.59,-148.5,-74.5,7.0,1.07234,6.5139169693,-11.558467,48826.423650000004,343.302612305,-3114
0.69,1.51,-0.019200001,1312.57,3689.79,2389.93,600.94,1222.2058439555594,9.88,802.26,-147.5,-74.5,7.0,1.07234,8.0993680954,-12.011621,49044.78073,332.328491211,-2645
0.77,1.68,-0.0126,1324.35,3660.55,2419.32,574.61,1246.9600056258857,9.35,778.0,-146.5,-74.5,7.0,1.12007,10.0838537216,-13.16291,47872.96677,320.878204346,-1893
1.0,2.19,-0.0085,1337.13,3631.23,2448.8,548.47,1271.6542196850094,11.68,753.83,-145.5,-74.5,7.0,1.12007,12.5779066086,-14.763628,47522.26257,309.070465088,-1353
1.46,3.22,-0.0043,1350.88,3601.83,2478.34,522.59,1296.2849161845024,15.6,729.77,-144.5,-74.5,7.0,1.12007,15.613940239,-16.531202,45908.62274,297.029693604,-1184
1.72,3.77,-0.0058,1365.56,3572.36,2507.94,497.01,1320.8486608088454,18.15,705.84,-143.5,-74.5,7.0,1.12007,19.1813583374,-16.506892999999998,45040.10773,284.874359131,-1263
1.7,3.75,-0.0137,1381.15,3542.84,2537.59,471.82,1345.3421425299543,18.04,682.05,-142.5,-74.5,5.0,1.13461,23.3108005524,-17.304864000000002,43377.6474,272.684509277,-1126
1.98,4.38,-0.026000001,1397.61,3513.26,2567.28,447.12,1369.7621626342157,20.59,658.43,-141.5,-74.5,5.0,1.13461,27.7906970978,-19.198822,42270.6871,260.586212158,-870
2.22,4.87,-0.0385,1414.9,3483.63,2597.0,423.05,1392.8801805147189,22.86,635.01,-140.5,-74.5,5.0,1.10088,32.4862937927,-21.313533,40213.253020000004,248.766708374,-748
4.71,7.05,-0.046399999,1432.99,3453.96,2626.73,399.76,1415.640581791057,24.22,611.81,-139.5,-74.5,5.0,1.10088,37.2268333435,-23.432167,38494.510650000004,237.460540771,-713
4.96,7.45,-0.047499999,1451.85,3424.26,2656.48,377.46,1438.3355913467637,25.33,588.87,-138.5,-74.5,5.0,1.03074,41.5924568176,-25.375711,37299.84665,226.862701416,-774
4.99,7.48,-0.043000001,1471.44,3394.54,2686.23,356.38,1460.9617310246354,25.45,566.23,-137.5,-74.5,5.0,1.03074,45.4814834595,-25.442954,35994.77386,217.096221924,-802
9.2,8.93,-0.036800001,1491.72,3364.8,2715.97,336.77,1483.5156381404056,27.63,543.39,-136.5,-74.5,5.0,1.00562,48.6669845581,-25.95571,33568.50052,208.223739624,-712
9.61,9.33,-0.033599999,1512.67,3335.06,2745.69,318.88,1505.9940569268836,28.9,520.44,-135.5,-74.5,5.0,1.00562,50.8172264099,-27.02792,30857.88155,200.173141479,-488
9.6,9.32,-0.0374,1534.25,3305.31,2775.4,302.94,1528.3938307686951,28.77,497.4,-134.5,-74.5,5.0,0.991115,51.7663879395,-28.032308,30003.16048,192.801315308,-472
9.58,9.31,-0.048099998,1556.42,3275.57,2805.07,289.12,1550.7118951467694,28.79,474.78,-133.5,-74.5,5.0,0.991115,51.2293586731,-28.298018,28496.837620000002,185.973419189,-606
9.7,9.4,-0.063500002,1579.17,3245.85,2834.71,277.59,1572.9452712208483,28.94,452.63,-132.5,-74.5,5.0,1.03245,49.1854057312,-27.461108000000003,25750.759120000002,179.525390625,-359
9.39,9.4,-0.079499997,1602.45,3216.16,2864.3,268.41,1595.0910599863055,28.97,431.04,-131.5,-74.5,5.0,1.03245,45.7204284668,-27.588022,22133.12531,173.40536499,-254
9.03,9.03,-0.091300003,1626.24,3186.5,2893.84,261.59,1617.1464369486007,27.84,410.1,-130.5,-74.5,5.0,0.930839,41.1563110352,-27.471967,21642.38167,167.674697876,-254
9.03,9.03,-0.096600004,1650.51,3156.89,2923.32,257.1,1639.1086472649072,27.74,389.92,-129.5,-74.5,5.0,0.930839,36.1627388,-27.461843,20309.39102,162.460983276,-251
9.37,9.37,-0.0955,1675.23,3127.33,2952.74,255.0,1660.9750013079017,28.83,370.64,-128.5,-74.5,5.0,0.855506,31.6669826508,-27.566067999999998,20579.44298,157.908538818,-364
9.72,9.71,-0.08919999699999999,1700.37,3097.83,2982.08,255.41,1682.74287061152,30.0,352.41,-127.5,-74.5,5.0,0.855506,28.4981956482,-27.769060999999997,19631.16264,154.238143921,-480
10.03,10.03,-0.080399998,1725.92,3068.42,3011.35,258.45,1704.409684162763,31.0,335.4,-126.5,-74.5,5.0,0.862601,26.8916473389,-27.945384000000004,19882.85828,151.607055664,-605
10.32,10.03,-0.070799999,1751.85,3039.08,3038.93,264.08,1725.9729250073483,31.0,319.82,-125.5,-74.5,5.0,0.862601,27.2021884918,-27.964491,18911.1824,150.103149414,-623
10.63,10.31,-0.061799999,1778.13,3009.84,3009.66,272.03,1747.4301271404186,32.0,305.89,-124.5,-74.5,5.0,1.06946,29.0809841156,-27.677646000000003,19631.025309999997,149.63269043,-521
10.96,10.65,-0.0539,1804.74,2980.71,2980.3,278.62,1768.7788726563808,32.99,293.84,-123.5,-74.5,5.0,1.06946,31.6833019257,-27.306371999999996,18997.65205,150.038589478,-559
10.96,10.64,-0.0484,1831.65,2951.7,2950.88,280.31,1790.016789134647,32.99,283.93,-122.5,-74.5,5.0,1.02171,34.002166748,-27.194066999999997,18968.603130000003,151.133590698,-484
10.92,10.6,-0.045899998,1858.86,2922.82,2921.39,283.39,1811.1415472403494,33.0,274.73,-121.5,-74.5,5.0,1.02171,35.1037788391,-27.473855,17597.40067,152.698928833,-385
10.93,10.61,-0.0471,1886.34,2894.08,2891.85,287.75,1832.1508585211798,33.0,266.13,-120.5,-74.5,5.0,1.01255,34.2088279724,-27.906094,17540.62843,154.563919067,-410
10.95,10.62,-0.052000001,1914.06,2865.49,2862.25,293.39,1853.0424733833538,33.0,259.67,-119.5,-74.5,5.0,1.01255,31.2366924286,-28.054422,16293.790820000002,156.662445068,-466
10.97,10.64,-0.059099998,1942.02,2837.07,2832.61,300.39,1873.8141792313647,33.0,253.43,-118.5,-74.5,5.0,0.977577,26.7481479645,-27.561840000000004,15905.69592,158.972518921,-423
10.65,10.34,-0.065099999,1970.19,2808.83,2802.93,308.9,1894.4637987576436,32.01,247.2,-117.5,-74.5,5.0,0.977577,21.3595256805,-26.527005,14692.99316,161.457702637,-431
10.51,10.21,-0.067599997,1998.56,2780.79,2773.23,319.09,1914.9891883695807,32.0,241.31,-116.5,-74.5,5.0,0.939766,15.924654007,-25.403848999999997,14523.53859,164.103149414,-324
10.19,9.9,-0.064400002,2027.11,2752.95,2743.5,327.2,1935.3882367425356,31.0,237.41,-115.5,-74.5,5.0,0.939766,11.2042446136,-24.715099,13879.34971,166.88684082,-188
10.32,10.0,-0.055799998,2055.83,2725.32,2713.76,329.82,1955.6588634885115,31.0,233.64,-114.5,-74.5,5.0,0.868847,7.58036136627,-24.694373000000002,14077.729229999999,169.832427979,42
10.3,10.0,-0.044199999,2084.7,2697.92,2684.01,334.29,1975.799017931149,31.0,229.81,-113.5,-74.5,5.0,0.868847,5.03958702087,-25.266277,13711.21788,172.941314697,-206
10.27,9.97,-0.032900002000000005,2096.08,2670.43,2654.26,340.5,1995.8066779785013,30.89,225.99,-112.5,-74.5,5.0,0.853696,3.41687297821,-25.828383,13938.69209,176.241104126,-327
10.35,10.05,-0.0252,2104.88,2642.54,2624.53,348.27,2015.6798490858678,31.0,222.17,-111.5,-74.5,5.0,0.853696,2.59218430519,-25.91829,13571.86317,179.698959351,-310
10.05,9.76,-0.022500001,2114.52,2614.88,2594.82,357.42,2035.4165633016162,30.0,218.37,-110.5,-74.5,5.0,0.836329,2.54311537743,-25.541601999999997,14005.16891,183.15637207,-235
9.55,9.27,-0.024499999,2124.99,2587.44,2565.13,367.77,2055.014878389567,28.54,214.57,-109.5,-74.5,5.0,0.836329,3.09048175812,-24.923529000000002,13829.57935,186.418518066,-337
9.51,9.22,-0.029200001,2122.51,2560.23,2535.49,379.12,2074.4728770220677,28.35,211.0,-108.5,-74.5,5.0,0.836329,4.44125890732,-24.299828,14456.42185,189.223800659,-313
5.61,8.42,-0.0337,2093.24,2533.28,2505.89,391.31,2093.7886660383892,28.45,207.44,-107.5,-74.5,5.0,0.704704,6.17233467102,-23.911473,14150.02441,191.266693115,-311
5.61,8.4,-0.0361,2064.07,2506.61,2476.35,404.17,2112.960375763534,28.4,203.89,-106.5,-74.5,5.0,0.699906,7.86545324326,-23.910145999999997,14307.47795,192.259262085,-304
5.58,8.37,-0.036200002,2035.03,2480.23,2446.89,417.59,2131.9861593829787,28.26,200.33,-105.5,-74.5,5.0,0.699906,8.85760402679,-24.364411999999998,13586.14731,192.031356812,-282
9.51,9.22,-0.034899998,2006.12,2454.17,2417.5,431.46,2150.8641923692107,28.26,196.78,-104.5,-74.5,5.0,0.740421,8.64817905426,-25.248028,13757.82013,190.616119385,-289
9.55,9.28,-0.0339,1977.35,2428.43,2388.2,445.7,2169.5926719562904,28.4,193.22,-103.5,-74.5,5.0,0.740421,7.09150695801,-26.254264000000003,13350.05665,188.084060669,-306
9.6,9.32,-0.035,1948.75,2403.04,2359.01,460.26,2188.1698166589904,28.55,189.67,-102.5,-74.5,5.0,0.819915,4.32709407806,-26.982611,13900.10071,184.613647461,-274
9.67,9.38,-0.0383,1920.33,2378.02,2329.93,466.42,2206.5938658332802,28.89,186.13,-101.5,-74.5,5.0,0.819915,0.639822721481,-27.769667,13816.06483,180.574584961,-225
10.05,9.75,-0.0427,1892.11,2353.38,2300.99,472.4,2224.8630792752638,30.0,182.58,-100.5,-74.5,5.0,0.841042,-3.42653346062,-29.171509999999998,14771.272659999999,176.348297119,-143
11.08,10.75,-0.046399999,1864.09,2329.14,2272.18,480.64,2242.975736855842,33.0,176.63,-99.5,-74.5,5.0,0.871066,-7.12916278839,-31.136854999999997,15056.00166,172.28994751,-10
11.04,10.71,-0.047400001,1836.31,2305.32,2243.53,495.8,2260.930138188626,33.0,169.28,-98.5,-74.5,5.0,0.871066,-10.1008443832,-33.24072,16481.27937,168.766174316,141
10.92,10.92,-0.044799998,1808.77,2281.94,2215.04,513.91,2278.724602328775,34.0,161.95,-97.5,-74.5,5.0,0.871066,-12.3033714294,-35.098378000000004,16864.63928,166.061248779,119
10.9,10.9,-0.0392,1781.5,2259.03,2186.74,532.77,2296.357467500679,34.0,154.64,-96.5,-74.5,5.0,0.944057,-13.9991941452,-36.242290000000004,18337.53204,164.338150024,-20
11.41,11.09,-0.032600001,1754.51,2236.59,2158.64,552.13,2313.827090852469,35.0,147.36,-95.5,-74.5,5.0,0.944057,-15.6436309814,-36.308623,18492.2924,163.596420288,-168
11.33,11.0,-0.026799999,1727.83,2214.66,2130.75,571.93,2331.1318482355905,35.0,139.93,-94.5,-74.5,5.0,0.936857,-17.7326412201,-35.278619,19372.3011,163.669418335,-260
10.82,10.5,-0.023600001,1701.49,2193.24,2103.09,592.14,2348.2701340077115,34.0,132.5,-93.5,-74.5,5.0,0.936857,-20.6188735962,-33.540525,19371.70029,164.305130005,-271
10.43,10.11,-0.023499999,1675.49,2172.38,2075.68,612.76,2365.240360857427,33.0,125.09,-92.5,-74.5,5.0,0.997974,-24.3663959503,-31.69831,20916.21208,165.221343994,-200
10.3,10.0,-0.025800001,1649.87,2152.07,2048.54,633.78,2382.040959649315,33.0,117.69,-91.5,-74.5,5.0,0.997974,-28.8367576599,-30.302885999999997,21457.74651,166.218688965,-103
10.29,9.98,-0.028999999,1624.65,2132.33,2021.68,655.2,2398.6703792879716,33.0,110.33,-90.5,-74.5,5.0,1.03926,-33.6221427917,-29.63287,18165.166849999998,167.207473755,-39
10.37,10.08,-0.031399999,1599.86,2113.17,1995.12,677.01,2415.1270865998004,33.0,102.99,-89.5,-74.5,5.0,1.03926,-38.184841156,-29.626801,14353.46031,168.168518066,-15
10.41,10.11,-0.032900002000000005,1575.53,2094.64,1968.88,699.21,2431.4095662313707,33.0,95.68,-88.5,-74.5,5.0,1.04712,-41.9548835754,-30.024449,12871.04034,169.197921753,-7
10.59,10.27,-0.033100002,1551.67,2076.75,1942.98,721.77,2447.5163205632616,33.0,88.55,-87.5,-74.5,5.0,1.04712,-44.521938324,-30.323697999999997,11628.54481,170.389419556,-3
10.52,10.21,-0.033199999,1528.33,2059.54,1917.45,744.69,2463.445869638382,33.0,82.79,-86.5,-74.5,5.0,1.00278,-45.727394104,-30.18105,11128.49998,171.747406006,-9
10.51,10.21,-0.032499999,1505.53,2043.02,1892.3,767.96,2479.1967511038115,33.0,77.03,-85.5,-74.5,5.0,1.00278,-45.4882545471,-29.536624,10590.949059999999,173.152755737,-47
10.53,10.23,-0.032699998,1483.3,2027.22,1867.56,791.54,2494.767520165281,33.0,71.29,-84.5,-74.5,5.0,1.02903,-44.1590232849,-28.726784000000002,10337.95261,174.384963989,-124
10.6,10.29,-0.033,1461.68,2012.15,1843.25,815.42,2510.1567495534578,33.0,65.55,-83.5,-74.5,5.0,1.02903,-42.3142204285,-28.298539,9974.854469,175.232406616,-231
10.65,10.34,-0.0328,1440.7,1997.84,1819.39,839.59,2525.363029501273,33.0,59.83,-82.5,-74.5,5.0,1.05306,-40.5103569031,-28.393893,9825.825691,175.569717407,-344
10.64,10.34,-0.0319,1420.39,1984.23,1796.02,864.02,2540.384967731532,33.0,54.14,-81.5,-74.5,5.0,1.05306,-39.2313270569,-28.822060999999998,9437.54673,175.3465271,-343
10.62,10.3,-0.0298,1400.79,1971.33,1773.14,888.68,2555.2211894541592,32.99,48.47,-80.5,-74.5,5.0,1.18496,-38.6524581909,-29.327033,8969.85817,174.562194824,-344
10.65,10.35,-0.0261,1381.93,1959.25,1750.8,912.41,2569.8703373724106,33.0,49.39,-79.5,-74.5,5.0,1.18496,-38.5502510071,-29.902159,8209.620476,173.200271606,-355
10.71,10.39,-0.020199999,1363.85,1948.0,1729.02,928.51,2584.33107169745,33.0,65.21,-78.5,-74.5,5.0,1.13954,-38.3826255798,-30.112794,7200.6917,171.126739502,-327
10.77,10.45,-0.0121,1346.59,1937.6,1707.81,944.95,2598.602070170734,33.0,88.25,-77.5,-74.5,5.0,1.13954,-37.6185913086,-30.001888,6194.532393999999,168.169723511,-183
10.87,10.56,-0.0023,1330.18,1928.06,1687.23,961.71,2612.6820280936454,33.0,90.3,-76.5,-74.5,5.0,1.20258,-35.8575439453,-29.779874,6167.532921,164.134475708,3
10.74,10.42,0.0076,1314.66,1919.39,1667.28,978.79,2626.569658363884,33.0,86.4,-75.5,-74.5,5.0,1.20258,-33.0378837585,-29.622743,6352.867602999999,158.945648193,114
14.29,10.48,0.0152,1300.06,1911.63,1648.0,996.17,2640.263691518137,33.0,86.23,-74.5,-74.5,6.0,1.14092,-29.6392040253,-29.725225,7260.453224,152.743667603,222
14.33,10.5,0.018300001,1286.42,1904.77,1629.42,1013.85,2653.762875780549,33.0,92.65,-73.5,-74.5,6.0,1.14092,-26.3045635223,-30.312198,8140.522002999999,145.833206177,378
14.89,10.92,0.0153,1273.78,1898.82,1611.56,1031.83,2667.0659771165992,34.0,106.81,-72.5,-74.5,6.0,1.20156,-23.6741275787,-31.162391999999997,8449.655533,138.648422241,532
14.83,10.87,0.0073,1262.16,1893.81,1594.47,1050.09,2680.1717792919485,34.0,120.66,-71.5,-74.5,6.0,1.20156,-22.2388362885,-31.931195000000002,8526.293754999999,131.644317627,574
14.71,10.78,-0.0027,1251.61,1889.73,1578.16,1068.64,2693.079083935882,34.0,131.92,-70.5,-74.5,6.0,1.2411,-21.9319381714,-32.590153,8471.116066,125.309295654,742
15.14,11.11,-0.0107,1242.15,1886.6,1562.66,1087.47,2705.7867106089757,35.0,137.96,-69.5,-74.5,6.0,1.2411,-22.5812301636,-33.506963,8139.080048000001,120.100990295,1064
15.17,11.12,-0.0134,1233.8,1884.42,1548.01,1104.39,2718.2934968746413,35.0,144.72,-68.5,-74.5,6.0,1.26506,-23.7413902283,-35.15368,7544.518947999999,116.457550049,1364
15.61,11.45,-0.0103,1226.59,1883.19,1534.23,1115.8,2730.5982983742133,36.0,157.37,-67.5,-74.5,6.0,1.26506,-24.9595355988,-37.612913,6865.199089,114.796981812,1475
15.65,11.48,-0.0038,1220.55,1882.92,1521.34,1127.69,2742.6999889052545,36.0,172.97,-66.5,-74.5,6.0,1.31004,-25.8749351501,-40.213932,7715.135574,115.484184265,1360
16.39,12.03,0.0013,1215.7,1883.6,1509.39,1140.08,2754.5974605027986,37.0,188.6,-65.5,-74.5,6.0,1.31004,-26.3475074768,-41.809752,8580.710411,118.622070312,964
16.54,12.13,0.0004,1212.04,1885.24,1498.38,1148.84,2766.28962352321,37.06,206.83,-64.5,-74.5,3.0,1.33836,-26.3849945068,-41.274744,9232.278823999999,124.036949158,590
16.06,11.78,-0.0095,1209.59,1887.83,1488.35,1156.35,2777.775406730408,36.07,227.76,-63.5,-74.5,3.0,1.33836,-26.035200119,-38.506963,9856.535912,131.223358154,-584
15.51,11.38,-0.0266,1208.37,1891.37,1479.32,1164.61,2789.0537573841857,35.05,248.98,-62.5,-74.5,3.0,1.35643,-25.4111213684,-34.64415,14442.03568,139.398361206,-1235
10.35,10.34,-0.046,1208.37,1895.85,1471.31,1173.63,2800.1236413303645,32.08,270.46,-61.5,-74.5,3.0,1.35643,-24.4772377014,-31.058287,18323.89832,147.694793701,-1251
9.31,9.32,-0.061299998,1209.58,1901.26,1464.33,1183.41,2810.984043092545,28.74,293.27,-60.5,-74.5,3.0,1.42787,-23.1524333954,-28.480297999999998,19126.20735,155.37322998,-1155
8.41,8.41,-0.067299999,1212.02,1907.6,1458.41,1193.95,2821.633965965225,26.5,317.52,-59.5,-74.5,3.0,1.42787,-21.3985557556,-26.937596000000003,19739.00604,162.009963989,-983
8.41,8.42,-0.0625,1215.67,1914.86,1453.55,1205.24,2832.072432108059,26.5,342.89,-58.5,-74.5,3.0,1.42787,-19.1409416199,-26.008495,30570.16945,167.568496704,-752
7.95,7.94,-0.0491,1220.52,1923.01,1449.78,1217.29,2842.298482641039,26.58,369.14,-57.5,-74.5,3.0,1.42787,-16.2705249786,-25.156713,40020.52307,172.225769043,-542
7.92,7.93,-0.032299999,1226.56,1932.05,1447.09,1230.09,2852.3111777404056,26.51,396.09,-56.5,-74.5,3.0,1.42787,-13.1123533249,-23.996402,51790.90881,176.312454224,-443
7.54,7.53,-0.0176,1233.75,1940.85,1445.51,1243.62,2862.109596735073,26.53,423.61,-55.5,-74.5,3.0,1.42787,-10.3171081543,-22.535344,59751.182559999994,180.140396118,-419
7.54,7.53,-0.0084,1242.09,1917.29,1445.02,1257.89,2871.6928382033875,26.53,451.58,-54.5,-74.5,3.0,1.68773,-8.21360969543,-21.050897,67285.23254,183.877258301,-412
7.11,7.11,-0.0052,1251.55,1894.22,1445.44,1269.04,2881.060020070044,26.54,479.91,-53.5,-74.5,3.0,1.68773,-7.21890735626,-19.866899,71436.30219,187.543136597,-414
7.12,7.12,-0.0059,1262.1,1871.66,1446.88,1279.74,2890.210279702964,26.57,508.54,-52.5,-74.5,3.0,1.68773,-7.43116617203,-19.140307999999997,76212.61597,191.089736938,-425
7.03,7.02,-0.008,1273.71,1849.62,1449.42,1291.25,2899.1427740099766,26.59,510.43,-51.5,-74.5,3.0,1.68773,-8.6025428772,-18.840425,78143.89038,194.421875,-444
7.02,7.03,-0.0094,1286.34,1828.15,1453.04,1301.45,2907.856679535147,26.59,488.78,-50.5,-74.5,3.0,1.74073,-10.300860405,-18.805959,82545.05157,197.478347778,-466
7.03,7.02,-0.0093,1299.97,1807.25,1457.75,1310.96,2916.3511925545777,26.59,466.69,-49.5,-74.5,3.0,1.74073,-12.0650024414,-18.896445,85719.45190000003,200.29838562,-476
7.02,7.01,-0.0085,1314.56,1786.97,1463.53,1321.53,2924.625529171537,26.56,444.6,-48.5,-74.5,3.0,1.76072,-13.4852781296,-18.99483,93671.1731,202.991775513,-476
7.01,7.02,-0.008,1330.08,1767.32,1470.36,1333.13,2932.678925410768,26.55,422.51,-47.5,-74.5,3.0,1.76072,-14.3987770081,-19.053181,99400.89417,205.710266113,-480
7.01,7.01,-0.0083,1346.49,1748.34,1478.23,1345.73,2940.510637311851,26.54,399.92,-46.5,-74.5,3.0,1.85297,-14.8903284073,-19.085291,96120.56732,208.618988037,-475
7.07,7.08,-0.009000000000000001,1363.75,1730.04,1487.13,1359.29,2948.119941021447,26.54,377.35,-45.5,-74.5,3.0,1.85297,-15.179353714,-19.098156,89776.12305,211.870758057,-437
7.07,7.07,-0.0098,1381.82,1712.46,1497.02,1373.79,2955.5061328843226,26.53,354.84,-44.5,-74.5,3.0,1.95706,-15.5803050995,-18.980698,91129.50134,215.582824707,-409
7.08,7.08,-0.0111,1400.67,1695.63,1507.9,1389.2,2962.66852953303,26.56,331.4,-43.5,-74.5,3.0,1.95706,-16.296749115,-18.600597,90517.46368,219.828735352,-418
7.29,7.3,-0.0121,1420.27,1679.56,1519.72,1405.47,2969.606467976089,26.6,307.83,-42.5,-74.5,4.0,1.95706,-17.3499488831,-18.255823,95955.25360000001,224.62713623,-434
7.28,7.29,-0.0145,1440.58,1664.29,1525.59,1422.57,2976.319305684587,26.57,283.87,-41.5,-74.5,4.0,1.95706,-18.619348526,-20.385908999999998,100002.8992,229.977279663,-503
7.27,7.27,-0.0187,1461.55,1649.85,1521.3,1440.48,2975.565398810824,26.53,259.91,-40.5,-74.5,4.0,1.95706,-19.9099655151,-21.314138,114189.4913,235.830825806,-585
7.59,7.59,-0.024599999,1483.17,1636.26,1518.06,1459.15,2948.8040480321874,26.5,236.01,-39.5,-74.5,4.0,2.05025,-20.9195079803,-21.044375,126935.0357,242.092010498,-803
7.58,7.59,-0.030400001,1505.4,1623.53,1514.39,1478.56,2922.3267186377348,26.48,211.53,-38.5,-74.5,4.0,2.05025,-21.3756103516,-20.291948,131622.37549999997,248.591812134,-1066
7.18,7.17,-0.034400001,1528.19,1611.71,1511.47,1498.66,2896.1483465522847,25.25,187.04,-37.5,-74.5,4.0,2.05025,-21.1125087738,-21.024948000000002,135143.3868,255.079956055,-1061
7.11,7.11,-0.035100002000000005,1551.53,1600.81,1509.62,1519.43,2870.2841633877583,24.04,162.69,-36.5,-74.5,4.0,2.05025,-20.1173496246,-20.433749,134890.9302,261.220977783,-942
6.75,6.75,-0.0319,1575.38,1590.85,1508.84,1540.83,2844.749692598043,22.96,137.88,-35.5,-74.5,4.0,2.05025,-18.3402233124,-18.9625,135817.5812,266.643768311,-861
7.13,7.13,-0.025900001,1582.91,1581.85,1508.92,1562.83,2819.5607441304446,24.1,115.08,-34.5,-74.5,4.0,2.17241,-15.8794565201,-17.880072,134695.282,270.995666504,-841
7.15,7.15,-0.019400001,1578.5,1573.84,1509.56,1585.41,2794.733407432447,24.17,95.74,-33.5,-74.5,4.0,2.17241,-12.9786376953,-17.419118,136384.68930000003,273.976806641,-862
7.49,7.49,-0.015,1575.13,1566.82,1511.15,1605.61,2770.28404266844,24.19,82.34,-32.5,-74.5,4.0,2.17019,-9.76043128967,-17.580438,135882.1869,275.372802734,-1039
7.45,7.46,-0.0137,1572.8,1560.83,1513.8,1623.72,2746.229269998219,24.09,78.01,-31.5,-74.5,4.0,2.17019,-6.50477695465,-18.136885,138300.64390000002,275.139068604,-1309
2.15,4.71,-0.016000001,1571.51,1555.86,1517.52,1642.14,2722.585956767825,22.94,84.15,-30.5,-74.5,4.0,2.28205,-3.31733059883,-18.807001,137961.0748,273.369445801,-1499
2.2,4.84,-0.0209,1571.28,1551.92,1522.29,1655.6,2699.371202463636,22.81,98.84,-29.5,-74.5,4.0,2.28205,-0.358470499516,-19.417775,140602.49330000003,270.238311768,-1517
2.07,4.57,-0.0263,1565.85,1549.04,1528.11,1669.73,2676.6023212832774,21.57,118.95,-28.5,-74.5,4.0,2.24627,2.02754664421,-19.977426,141827.8503,265.989135742,-1335
1.98,4.37,-0.030200001,1557.08,1547.21,1534.96,1682.98,2654.2968221818,20.43,142.19,-27.5,-74.5,4.0,2.24627,3.42844462395,-20.696347,146327.2095,260.863800049,-962
6.95,6.94,-0.031300001,1549.31,1546.45,1532.83,1693.33,2632.472386259344,21.64,165.69,-26.5,-74.5,4.0,2.24627,3.5169467926,-21.836378,147805.06900000002,255.090408325,-534
7.78,7.78,-0.0286,1542.55,1546.74,1529.33,1704.41,2611.14684136724,24.07,189.17,-25.5,-74.5,4.0,2.24627,2.11808919907,-23.620692000000002,151794.67769999997,248.825271606,-452
9.21,9.22,-0.0233,1536.82,1548.09,1526.88,1716.21,2590.3381338236322,28.88,212.59,-24.5,-74.5,3.0,2.33828,-0.679759383202,-23.968011999999998,153201.7365,242.112838745,-604
9.96,9.96,-0.0163,1532.13,1550.5,1524.91,1728.73,2570.0642971475118,31.0,235.9,-23.5,-74.5,3.0,2.33828,-4.73811483383,-25.615714999999998,156659.56119999997,234.96055603,-707
12.55,9.41,-0.0092,1528.48,1553.96,1522.2,1741.95,2550.3434177417394,32.0,258.78,-22.5,-74.5,3.0,2.3557,-9.64465618134,-25.889810999999998,158132.82780000003,227.298736572,-706
12.56,9.42,-0.0036,1525.9,1558.47,1520.56,1755.86,2531.19359748144,32.0,282.65,-21.5,-74.5,3.0,2.3557,-14.7641677856,-26.558214000000003,161556.5033,218.998519897,-527
12.95,9.72,-0.0007,1524.38,1564.01,1519.98,1770.45,2512.632913194122,33.0,307.27,-20.5,-74.5,3.0,2.40556,-19.4618625641,-27.531329,161992.08069999996,209.910644531,-361
12.94,9.7,-0.0011,1523.93,1570.57,1520.47,1785.71,2494.6793730521617,33.0,332.48,-19.5,-74.5,3.0,2.40556,-23.239315033,-27.690458000000003,164991.6992,199.90184021,-427
12.85,9.63,-0.0045,1524.56,1578.13,1522.04,1801.61,2477.350869936674,33.0,358.14,-18.5,-74.5,2.0,2.3835,-25.7456016541,-27.050931,166295.105,188.839935303,-563
12.8,9.6,-0.01,1526.24,1586.69,1524.67,1818.14,2460.6651318741783,33.0,384.16,-17.5,-74.5,2.0,2.3835,-26.8776550293,-26.253703,170002.0447,176.642166138,-660
